,BatterName,batter,PA_flag,AB,IsHit,PitchesThrown,SwungOn,ContactMade,IsStrikeout,IsWalk,IsHBP,IsBIP,IsGB,IsLD,IsFB,IsSingle,IsDouble,IsTriple,IsHomer,Cont%,Swing%,K%,BB%,AVG,OBP,SLG,Split,Statcast PC,Statcast BBE,GB%,LD%,FB%,SwtSpot%,Chase%,EV 90
1318,Omar Narváez,553882,30,24,6,111,56,37,8,5,1,16,4,2,3,4,2,0,0,0.6607142857142857,0.5045045045045045,0.26666666666666666,0.16666666666666666,0.25,0.4,0.3333333333333333,All,88.0,10.0,0.4,0.2,0.3,0.3,0.4,101.63
1319,Oneil Cruz,665833,47,36,7,191,68,43,17,9,1,20,9,4,2,4,0,0,3,0.6323529411764706,0.35602094240837695,0.3617021276595745,0.19148936170212766,0.19444444444444445,0.3617021276595745,0.4444444444444444,All,161.0,15.0,0.6,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.17721518987341772,111.14
1320,Onix Vega,681974,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,All,1.0,1.0,0.0,0.0,0.0,0.0,,
1321,Orelvis Martinez,682619,28,25,8,87,44,27,7,2,1,18,6,4,2,6,1,0,1,0.6136363636363636,0.5057471264367817,0.25,0.07142857142857142,0.32,0.39285714285714285,0.48,All,69.0,14.0,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.35714285714285715,0.3684210526315789,105.36
1322,Orlando Arcia,606115,43,37,5,139,59,49,2,4,1,36,6,0,0,5,0,0,0,0.8305084745762712,0.4244604316546763,0.046511627906976744,0.09302325581395349,0.13513513513513514,0.23255813953488372,0.13513513513513514,All,23.0,6.0,1.0,0.0,0.0,0.0,0.18181818181818182,103.95
1323,Oscar Colás,693049,18,16,4,64,35,17,7,2,0,9,1,2,1,2,2,0,0,0.4857142857142857,0.546875,0.3888888888888889,0.1111111111111111,0.25,0.3333333333333333,0.375,All,32.0,4.0,0.25,0.5,0.25,0.75,0.4375,106.61
1324,Oscar Gonzalez,660757,58,55,22,192,117,87,11,2,1,44,13,13,7,14,7,1,0,0.7435897435897436,0.609375,0.1896551724137931,0.034482758620689655,0.4,0.43103448275862066,0.5636363636363636,All,153.0,36.0,0.3611111111111111,0.3611111111111111,0.19444444444444445,0.3888888888888889,0.475,107.62
1325,Osleivis Basabe,678545,14,14,3,33,22,21,1,0,0,13,3,0,0,3,0,0,0,0.9545454545454546,0.6666666666666666,0.07142857142857142,0.0,0.21428571428571427,0.21428571428571427,0.21428571428571427,All,10.0,3.0,1.0,0.0,0.0,0.0,0.75,93.6
1326,Oswald Peraza,672724,57,50,8,239,101,76,14,7,0,36,15,10,4,7,1,0,0,0.7524752475247525,0.4225941422594142,0.24561403508771928,0.12280701754385964,0.16,0.2631578947368421,0.18,All,220.0,33.0,0.45454545454545453,0.30303030303030304,0.12121212121212122,0.3333333333333333,0.23333333333333334,102.25
1327,Oswaldo Cabrera,665828,58,54,15,204,106,81,9,4,0,45,18,10,5,12,1,0,2,0.7641509433962265,0.5196078431372549,0.15517241379310345,0.06896551724137931,0.2777777777777778,0.3275862068965517,0.4074074074074074,All,150.0,36.0,0.5,0.2777777777777778,0.1388888888888889,0.3611111111111111,0.39473684210526316,98.8
1328,Otto Kemp,805249,25,20,7,89,38,22,8,2,3,12,4,2,2,3,3,1,0,0.5789473684210527,0.42696629213483145,0.32,0.08,0.35,0.48,0.6,All,76.0,8.0,0.5,0.25,0.25,0.25,0.2926829268292683,110.08
1329,Otto Lopez,672640,55,48,16,176,78,64,6,5,1,43,14,6,6,12,2,0,2,0.8205128205128205,0.4431818181818182,0.10909090909090909,0.09090909090909091,0.3333333333333333,0.4,0.5,All,122.0,28.0,0.5,0.21428571428571427,0.21428571428571427,0.35714285714285715,0.3050847457627119,101.76
1330,Owen Miller,680911,57,53,14,180,85,68,9,2,1,45,15,6,9,11,3,0,0,0.8,0.4722222222222222,0.15789473684210525,0.03508771929824561,0.2641509433962264,0.2982456140350877,0.32075471698113206,All,155.0,34.0,0.4411764705882353,0.17647058823529413,0.2647058823529412,0.2647058823529412,0.32432432432432434,102.86
1331,Ozzie Albies,645277,48,44,10,173,94,73,8,4,0,36,1,1,0,5,4,0,1,0.776595744680851,0.5433526011560693,0.16666666666666666,0.08333333333333333,0.22727272727272727,0.2916666666666667,0.38636363636363635,All,13.0,2.0,0.5,0.5,0.0,0.5,0.125,104.1
1332,P.J. Higgins,664731,11,10,1,51,23,12,6,1,0,4,1,0,0,1,0,0,0,0.5217391304347826,0.45098039215686275,0.5454545454545454,0.09090909090909091,0.1,0.18181818181818182,0.1,All,29.0,1.0,1.0,0.0,0.0,0.0,0.3888888888888889,87.2
1333,Pablo Aliendo,680846,10,10,1,35,20,11,5,0,0,5,0,0,1,1,0,0,0,0.55,0.5714285714285714,0.5,0.0,0.1,0.1,0.1,All,22.0,2.0,0.0,0.0,0.5,0.5,0.4666666666666667,101.31
1334,Pablo Guerrero,808326,3,3,0,14,4,2,1,0,0,2,0,0,1,0,0,0,0,0.5,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,All,14.0,2.0,0.0,0.0,0.5,0.5,0.125,95.87
1335,Pablo Reyes,622569,55,45,14,225,86,70,10,9,0,36,14,6,5,11,1,0,2,0.813953488372093,0.38222222222222224,0.18181818181818182,0.16363636363636364,0.3111111111111111,0.41818181818181815,0.4666666666666667,All,183.0,26.0,0.5384615384615384,0.23076923076923078,0.19230769230769232,0.3076923076923077,0.24,100.2
1336,Parker Chavers,685091,25,19,4,114,40,30,7,6,0,12,4,3,0,2,1,1,0,0.75,0.3508771929824561,0.28,0.24,0.21052631578947367,0.4,0.3684210526315789,All,70.0,7.0,0.5714285714285714,0.42857142857142855,0.0,0.42857142857142855,0.2682926829268293,106.60000000000001
1337,Parker Meadows,678009,2,2,0,4,3,3,0,0,0,2,1,0,0,0,0,0,0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,All,4.0,2.0,0.5,0.0,0.0,0.0,0.5,89.88
1338,Parks Harber,692238,3,3,1,5,3,2,1,0,0,2,0,0,1,0,1,0,0,0.6666666666666666,0.6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,All,4.0,1.0,0.0,0.0,1.0,0.0,1.0,80.0
1339,Pascanel Ferreras,814299,18,14,1,66,29,21,4,4,0,10,3,1,0,1,0,0,0,0.7241379310344828,0.4393939393939394,0.2222222222222222,0.2222222222222222,0.07142857142857142,0.2777777777777778,0.07142857142857142,All,35.0,5.0,0.6,0.2,0.0,0.2,0.3,99.96
1340,Patrick Bailey,672275,44,40,12,100,60,42,8,4,0,32,3,2,2,8,2,0,2,0.7,0.6,0.18181818181818182,0.09090909090909091,0.3,0.36363636363636365,0.5,All,41.0,7.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.14285714285714285,96.94000000000001
1341,Patrick Clohisy,802117,15,12,3,49,29,18,6,1,1,7,0,1,1,2,0,0,1,0.6206896551724138,0.5918367346938775,0.4,0.06666666666666667,0.25,0.3333333333333333,0.5,All,17.0,2.0,0.0,0.5,0.5,1.0,0.25,99.30000000000001
1342,Patrick Lee,815268,6,4,1,27,7,5,2,2,0,2,1,1,0,0,0,1,0,0.7142857142857143,0.25925925925925924,0.3333333333333333,0.3333333333333333,0.25,0.5,0.75,All,24.0,2.0,0.5,0.5,0.0,0.5,0.07692307692307693,101.38
1343,Patrick Winkel,680868,16,16,3,49,29,22,4,0,0,12,4,0,3,1,2,0,0,0.7586206896551724,0.5918367346938775,0.25,0.0,0.1875,0.1875,0.3125,All,34.0,7.0,0.5714285714285714,0.0,0.42857142857142855,0.2857142857142857,0.4375,103.8
1344,Paul DeJong,657557,56,47,11,198,93,57,16,8,0,32,6,5,2,7,2,0,2,0.6129032258064516,0.4696969696969697,0.2857142857142857,0.14285714285714285,0.23404255319148937,0.3392857142857143,0.40425531914893614,All,112.0,15.0,0.4,0.3333333333333333,0.13333333333333333,0.26666666666666666,0.25,104.61999999999999
1345,Paul Goldschmidt,502671,44,39,12,207,100,75,11,5,0,28,11,4,9,6,3,0,3,0.75,0.4830917874396135,0.25,0.11363636363636363,0.3076923076923077,0.38636363636363635,0.6153846153846154,All,193.0,26.0,0.4230769230769231,0.15384615384615385,0.34615384615384615,0.34615384615384615,0.3181818181818182,104.58
1346,Paul McIntosh,682192,13,10,0,47,22,14,4,2,1,6,4,0,0,0,0,0,0,0.6363636363636364,0.46808510638297873,0.3076923076923077,0.15384615384615385,0.0,0.23076923076923078,0.0,All,45.0,4.0,1.0,0.0,0.0,0.0,0.43478260869565216,97.72
1347,Pavin Smith,656976,57,47,14,220,79,60,10,8,0,39,12,12,8,10,1,1,2,0.759493670886076,0.35909090909090907,0.17543859649122806,0.14035087719298245,0.2978723404255319,0.38596491228070173,0.48936170212765956,All,195.0,36.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.3611111111111111,0.19607843137254902,106.23
1348,Payton Green,700243,2,2,1,4,3,2,1,0,0,1,0,0,0,1,0,0,0,0.6666666666666666,0.75,0.5,0.0,0.5,0.5,0.5,All,3.0,0.0,,,,,1.0,
1349,Payton Henry,668721,16,11,1,75,35,24,4,3,1,8,2,2,2,0,0,0,1,0.6857142857142857,0.4666666666666667,0.25,0.1875,0.09090909090909091,0.3125,0.36363636363636365,All,64.0,7.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.6129032258064516,105.05000000000001
1350,Pedro León,694175,3,3,0,9,3,2,1,0,0,2,2,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,All,9.0,2.0,1.0,0.0,0.0,0.0,0.0,77.12
1351,Pedro Pagés,686780,39,35,8,148,72,59,6,4,0,29,11,5,8,5,2,0,1,0.8194444444444444,0.4864864864864865,0.15384615384615385,0.10256410256410256,0.22857142857142856,0.3076923076923077,0.37142857142857144,All,137.0,25.0,0.44,0.2,0.32,0.28,0.2222222222222222,103.92
1352,Pete Alonso,624413,64,55,14,227,115,87,12,8,0,44,15,8,8,7,5,0,2,0.7565217391304347,0.5066079295154186,0.1875,0.125,0.2545454545454545,0.34375,0.45454545454545453,All,190.0,35.0,0.42857142857142855,0.22857142857142856,0.22857142857142856,0.3142857142857143,0.2736842105263158,108.54
1353,Pete Crow-Armstrong,691718,49,48,18,179,100,76,14,0,0,35,4,3,3,10,5,0,3,0.76,0.5586592178770949,0.2857142857142857,0.0,0.375,0.3673469387755102,0.6666666666666666,All,67.0,12.0,0.3333333333333333,0.25,0.25,0.16666666666666666,0.5161290322580645,105.9
1354,Peter Burns,686196,1,1,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.6,1.0,0.0,0.0,0.0,0.0,All,5.0,0.0,,,,,0.5,
1355,Petey Halpin,690984,18,16,1,81,41,30,7,2,0,9,3,3,3,1,0,0,0,0.7317073170731707,0.5061728395061729,0.3888888888888889,0.1111111111111111,0.0625,0.16666666666666666,0.0625,All,74.0,9.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.18181818181818182,104.46
1356,Peyton Graham,689931,4,4,0,12,7,6,2,0,0,2,0,0,0,0,0,0,0,0.8571428571428571,0.5833333333333334,0.5,0.0,0.0,0.0,0.0,All,9.0,0.0,,,,,0.4,
1357,Peyton Williams,805268,6,4,0,17,7,5,0,1,1,4,2,1,1,0,0,0,0,0.7142857142857143,0.4117647058823529,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0,All,17.0,4.0,0.5,0.25,0.25,0.25,0.25,97.07000000000001
1358,Peyton Wilson,686523,22,19,5,81,34,22,5,3,0,14,5,6,1,2,0,1,2,0.6470588235294118,0.41975308641975306,0.22727272727272727,0.13636363636363635,0.2631578947368421,0.36363636363636365,0.6842105263157895,All,60.0,12.0,0.4166666666666667,0.5,0.08333333333333333,0.4166666666666667,0.18518518518518517,103.8
1359,Phil Clarke,671287,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,All,,,,,,,,
1360,Phillip Sikes,689651,13,11,3,47,22,16,4,1,1,7,2,0,0,2,1,0,0,0.7272727272727273,0.46808510638297873,0.3076923076923077,0.07692307692307693,0.2727272727272727,0.38461538461538464,0.36363636363636365,All,12.0,2.0,1.0,0.0,0.0,0.5,0.5,104.4
1361,Quincy Hamilton,680810,37,32,10,168,67,53,10,5,0,22,2,4,4,7,2,0,1,0.7910447761194029,0.39880952380952384,0.2702702702702703,0.13513513513513514,0.3125,0.40540540540540543,0.46875,All,69.0,11.0,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.5454545454545454,0.17647058823529413,100.8
1362,Quincy Scott,701701,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,All,,,,,,,,
1363,Quinn McDaniel,814194,1,1,0,4,1,1,0,0,0,1,1,0,0,0,0,0,0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,All,4.0,1.0,1.0,0.0,0.0,0.0,0.0,103.1
1364,R.J. Yeager,694271,22,20,4,92,41,30,10,2,0,10,2,2,3,3,0,0,1,0.7317073170731707,0.44565217391304346,0.45454545454545453,0.09090909090909091,0.2,0.2727272727272727,0.35,All,75.0,7.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.3170731707317073,97.58
1365,RJ Schreck,702302,22,18,2,77,36,30,3,4,0,15,5,2,3,2,0,0,0,0.8333333333333334,0.4675324675324675,0.13636363636363635,0.18181818181818182,0.1111111111111111,0.2727272727272727,0.1111111111111111,All,53.0,11.0,0.45454545454545453,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.37037037037037035,105.44
1366,Rafael Devers,646240,15,14,3,65,30,18,5,1,0,9,0,0,0,2,1,0,0,0.6,0.46153846153846156,0.3333333333333333,0.06666666666666667,0.21428571428571427,0.26666666666666666,0.2857142857142857,All,,,,,,,,
1367,Rafael Flores,804668,12,12,2,51,27,14,5,0,0,7,3,1,1,2,0,0,0,0.5185185185185185,0.5294117647058824,0.4166666666666667,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,All,44.0,6.0,0.5,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.38461538461538464,106.95
1368,Rafael Lantigua,672463,27,23,4,99,33,26,4,4,0,19,7,3,2,3,0,0,1,0.7878787878787878,0.3333333333333333,0.14814814814814814,0.14814814814814814,0.17391304347826086,0.2962962962962963,0.30434782608695654,All,92.0,15.0,0.4666666666666667,0.2,0.13333333333333333,0.2,0.17391304347826086,98.56
1369,Rafael Marchán,665561,37,32,9,135,63,53,5,3,2,27,8,6,4,6,3,0,0,0.8412698412698413,0.4666666666666667,0.13513513513513514,0.08108108108108109,0.28125,0.3783783783783784,0.375,All,99.0,20.0,0.4,0.3,0.2,0.25,0.2692307692307692,98.25
1370,Rafael Morel,682662,2,2,0,13,4,2,2,0,0,0,0,0,0,0,0,0,0,0.5,0.3076923076923077,1.0,0.0,0.0,0.0,0.0,All,,,,,,,,
1371,Rafael Ortega,542364,8,8,1,33,14,11,2,0,0,6,1,3,2,1,0,0,0,0.7857142857142857,0.42424242424242425,0.25,0.0,0.125,0.125,0.125,All,33.0,6.0,0.16666666666666666,0.5,0.3333333333333333,0.5,0.18181818181818182,97.16
1372,Raider Tello,808864,2,2,2,12,7,7,0,0,0,2,2,0,0,2,0,0,0,1.0,0.5833333333333334,0.0,0.0,1.0,1.0,1.0,All,12.0,2.0,1.0,0.0,0.0,0.0,0.25,97.99
1373,Rainer Nunez,678742,24,22,9,80,39,29,3,2,0,19,5,4,4,7,1,0,1,0.7435897435897436,0.4875,0.125,0.08333333333333333,0.4090909090909091,0.4583333333333333,0.5909090909090909,All,55.0,14.0,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.21739130434782608,113.84
1374,Raito Nakayama,831744,7,7,3,17,10,8,1,0,0,6,2,3,1,1,2,0,0,0.8,0.5882352941176471,0.14285714285714285,0.0,0.42857142857142855,0.42857142857142855,0.7142857142857143,All,17.0,6.0,0.3333333333333333,0.5,0.16666666666666666,0.6666666666666666,0.5,91.05
1375,Ralphy Velazquez,806252,10,8,4,26,14,11,2,1,0,7,2,0,2,3,0,0,1,0.7857142857142857,0.5384615384615384,0.2,0.1,0.5,0.5,0.875,All,20.0,4.0,0.5,0.0,0.5,0.25,0.2222222222222222,106.65
1376,Ramiro Pena,455369,4,4,1,17,10,5,2,0,0,2,2,0,0,0,1,0,0,0.5,0.5882352941176471,0.5,0.0,0.25,0.25,0.5,All,17.0,2.0,1.0,0.0,0.0,0.0,0.375,92.23
1377,Ramon Mendoza,680636,5,4,0,22,11,6,3,1,0,1,1,0,0,0,0,0,0,0.5454545454545454,0.5,0.6,0.2,0.0,0.2,0.0,All,22.0,1.0,1.0,0.0,0.0,1.0,0.5,75.2
1378,Ramón Laureano,657656,42,36,7,134,69,44,13,5,1,23,4,4,1,4,2,0,1,0.6376811594202898,0.5149253731343284,0.30952380952380953,0.11904761904761904,0.19444444444444445,0.30952380952380953,0.3333333333333333,All,87.0,10.0,0.4,0.4,0.1,0.4,0.19148936170212766,103.12
1379,Ramón Rodríguez,670232,12,12,5,37,20,17,1,0,0,11,4,2,1,5,0,0,0,0.85,0.5405405405405406,0.08333333333333333,0.0,0.4166666666666667,0.4166666666666667,0.4166666666666667,All,23.0,7.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.18181818181818182,102.78
1380,Ramón Urías,602104,32,29,8,83,43,31,8,3,0,21,2,2,0,4,2,0,2,0.7209302325581395,0.5180722891566265,0.25,0.09375,0.27586206896551724,0.34375,0.5517241379310345,All,24.0,4.0,0.5,0.5,0.0,0.5,0.5384615384615384,100.46000000000001
1381,Randal Diaz,695538,2,2,0,9,2,1,2,0,0,0,0,0,0,0,0,0,0,0.5,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,All,4.0,0.0,,,,,0.0,
1382,Randal Grichuk,545341,41,38,11,147,74,57,10,3,0,28,12,2,6,6,2,0,3,0.7702702702702703,0.5034013605442177,0.24390243902439024,0.07317073170731707,0.2894736842105263,0.34146341463414637,0.5789473684210527,All,133.0,23.0,0.5217391304347826,0.08695652173913043,0.2608695652173913,0.17391304347826086,0.328125,106.3
1383,Randy Arozarena,668227,63,60,21,228,106,84,16,3,0,44,17,11,5,14,4,0,3,0.7924528301886793,0.4649122807017544,0.25396825396825395,0.047619047619047616,0.35,0.38095238095238093,0.5666666666666667,All,197.0,34.0,0.5,0.3235294117647059,0.14705882352941177,0.38235294117647056,0.3076923076923077,110.78
1384,Randy De Jesus,703194,7,7,1,20,13,6,4,0,0,3,0,0,0,1,0,0,0,0.46153846153846156,0.65,0.5714285714285714,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,All,11.0,0.0,,,,,0.0,
1385,Rayne Doncon,699061,2,2,0,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,All,6.0,0.0,,,,,1.0,
1386,Raynel Delgado,669384,30,26,7,112,50,34,10,4,0,16,1,3,1,5,1,0,1,0.68,0.44642857142857145,0.3333333333333333,0.13333333333333333,0.2692307692307692,0.36666666666666664,0.4230769230769231,All,42.0,6.0,0.16666666666666666,0.5,0.16666666666666666,0.6666666666666666,0.125,103.0
1387,Rece Hinds,677956,20,17,5,82,46,34,6,3,0,11,2,1,0,2,1,2,0,0.7391304347826086,0.5609756097560976,0.3,0.15,0.29411764705882354,0.4,0.5882352941176471,All,29.0,4.0,0.5,0.25,0.0,0.25,0.375,102.36999999999999
1388,Reece Walling,800617,3,3,0,12,5,2,3,0,0,0,0,0,0,0,0,0,0,0.4,0.4166666666666667,1.0,0.0,0.0,0.0,0.0,All,,,,,,,,
1389,Reese McGuire,624512,23,21,4,77,37,31,2,0,1,20,3,2,1,3,1,0,0,0.8378378378378378,0.4805194805194805,0.08695652173913043,0.0,0.19047619047619047,0.21739130434782608,0.23809523809523808,All,24.0,6.0,0.5,0.3333333333333333,0.16666666666666666,0.5,0.46153846153846156,98.1
1390,Reginald Preciado,691262,8,8,3,21,17,13,2,0,0,6,2,2,0,3,0,0,0,0.7647058823529411,0.8095238095238095,0.25,0.0,0.375,0.375,0.375,All,18.0,4.0,0.5,0.5,0.0,0.5,0.8181818181818182,81.28
1391,René Pinto,650907,19,19,5,65,40,31,4,0,0,15,4,5,1,2,3,0,0,0.775,0.6153846153846154,0.21052631578947367,0.0,0.2631578947368421,0.2631578947368421,0.42105263157894735,All,51.0,10.0,0.4,0.5,0.1,0.6,0.37037037037037035,108.02
1392,Rhylan Thomas,689041,17,16,5,46,25,23,0,1,0,16,8,1,3,3,2,0,0,0.92,0.5434782608695652,0.0,0.058823529411764705,0.3125,0.35294117647058826,0.4375,All,39.0,12.0,0.6666666666666666,0.08333333333333333,0.25,0.08333333333333333,0.2777777777777778,100.2
1393,Rhys Hoskins,656555,50,42,11,232,96,74,12,8,0,30,1,0,2,5,0,0,6,0.7708333333333334,0.41379310344827586,0.24,0.16,0.2619047619047619,0.38,0.6904761904761905,All,22.0,3.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.2,90.33000000000001
1394,Ricardo Cabrera,703150,6,6,1,26,12,4,3,0,0,3,1,1,0,1,0,0,0,0.3333333333333333,0.46153846153846156,0.5,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,All,25.0,2.0,0.5,0.5,0.0,0.5,0.2857142857142857,81.61
1395,Ricardo Genovés,665648,23,20,5,56,28,19,6,3,0,14,0,0,0,2,2,0,1,0.6785714285714286,0.5,0.2608695652173913,0.13043478260869565,0.25,0.34782608695652173,0.5,All,18.0,0.0,,,,,0.07142857142857142,
1396,Ricardo Gonzalez,800357,1,1,0,4,3,2,0,0,0,1,1,0,0,0,0,0,0,0.6666666666666666,0.75,0.0,0.0,0.0,0.0,0.0,All,4.0,1.0,1.0,0.0,0.0,0.0,0.5,
1397,Richie Palacios,680700,44,38,8,106,53,39,7,5,1,31,4,3,0,5,2,1,0,0.7358490566037735,0.5,0.1590909090909091,0.11363636363636363,0.21052631578947367,0.3181818181818182,0.3157894736842105,All,40.0,8.0,0.5,0.375,0.0,0.375,0.34782608695652173,99.9
1398,Rikuu Nishida,807747,7,6,1,25,12,8,2,1,0,4,1,1,1,1,0,0,0,0.6666666666666666,0.48,0.2857142857142857,0.14285714285714285,0.16666666666666666,0.2857142857142857,0.16666666666666666,All,24.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2727272727272727,93.02
1399,Riley Adams,656180,28,24,5,84,42,35,5,2,1,20,4,0,1,3,0,0,2,0.8333333333333334,0.5,0.17857142857142858,0.07142857142857142,0.20833333333333334,0.2857142857142857,0.4583333333333333,All,34.0,5.0,0.8,0.0,0.2,0.4,0.35294117647058826,99.54
1400,Riley Greene,682985,55,48,14,205,97,70,19,6,0,30,16,4,6,8,3,0,3,0.7216494845360825,0.47317073170731705,0.34545454545454546,0.10909090909090909,0.2916666666666667,0.36363636363636365,0.5416666666666666,All,190.0,26.0,0.6153846153846154,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.2696629213483146,110.64
1401,Riley Tirotta,694661,26,22,2,108,44,27,13,4,0,9,2,1,3,2,0,0,0,0.6136363636363636,0.4074074074074074,0.5,0.15384615384615385,0.09090909090909091,0.23076923076923078,0.09090909090909091,All,78.0,6.0,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.25,97.25
1402,Riley Unroe,624523,12,10,2,39,15,12,1,2,0,9,4,1,2,2,0,0,0,0.8,0.38461538461538464,0.08333333333333333,0.16666666666666666,0.2,0.3333333333333333,0.2,All,33.0,7.0,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.06666666666666667,97.86
1403,Rio Foster,815306,7,7,1,23,10,7,3,0,0,4,0,0,0,1,0,0,0,0.7,0.43478260869565216,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,All,12.0,0.0,,,,,0.16666666666666666,
1404,Ripken Reyes,685341,1,1,0,4,1,1,0,0,0,1,1,0,0,0,0,0,0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,All,4.0,1.0,1.0,0.0,0.0,0.0,0.0,98.0
1405,Rob Brantly,542963,28,24,5,113,65,46,7,3,1,17,4,6,4,4,0,0,1,0.7076923076923077,0.5752212389380531,0.25,0.10714285714285714,0.20833333333333334,0.32142857142857145,0.3333333333333333,All,100.0,17.0,0.23529411764705882,0.35294117647058826,0.23529411764705882,0.4117647058823529,0.35714285714285715,100.06
1406,Rob Refsnyder,608701,44,38,11,177,77,57,11,4,0,29,6,3,4,7,2,0,2,0.7402597402597403,0.4350282485875706,0.25,0.09090909090909091,0.2894736842105263,0.3409090909090909,0.5,All,62.0,13.0,0.46153846153846156,0.23076923076923078,0.3076923076923077,0.46153846153846156,0.3125,104.38
1407,Robert Brooks,806394,3,2,1,9,2,1,1,1,0,1,0,1,0,0,0,0,1,0.5,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,2.0,All,5.0,1.0,0.0,1.0,0.0,0.0,0.5,102.8
1408,Robert Hassell III,690987,49,46,17,137,76,62,8,3,0,38,6,1,7,11,5,0,1,0.8157894736842105,0.5547445255474452,0.16326530612244897,0.061224489795918366,0.3695652173913043,0.40816326530612246,0.5434782608695652,All,82.0,14.0,0.42857142857142855,0.07142857142857142,0.5,0.07142857142857142,0.2,100.24000000000001
1409,Robert Moore,691001,13,12,4,50,20,15,2,1,0,10,4,1,3,2,1,0,1,0.75,0.4,0.15384615384615385,0.07692307692307693,0.3333333333333333,0.38461538461538464,0.6666666666666666,All,45.0,8.0,0.5,0.125,0.375,0.375,0.17391304347826086,105.12
1410,Roberto Campos,691449,12,10,3,37,20,17,3,2,0,7,3,1,2,2,1,0,0,0.85,0.5405405405405406,0.25,0.16666666666666666,0.3,0.4166666666666667,0.4,All,36.0,6.0,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.1875,106.0
1411,Roberto Valenzuela,672438,6,5,2,18,13,10,1,0,0,5,3,1,1,2,0,0,0,0.7692307692307693,0.7222222222222222,0.16666666666666666,0.0,0.4,0.3333333333333333,0.4,All,18.0,5.0,0.6,0.2,0.2,0.2,0.8571428571428571,95.24
1412,Roderick Arias,703149,8,8,3,34,18,7,4,0,0,4,0,3,0,2,1,0,0,0.3888888888888889,0.5294117647058824,0.5,0.0,0.375,0.375,0.5,All,30.0,4.0,0.0,0.75,0.0,0.75,0.2,92.82000000000001
1413,Rodney Green,701587,5,4,1,14,7,5,1,1,0,3,0,0,0,1,0,0,0,0.7142857142857143,0.5,0.2,0.2,0.25,0.4,0.25,All,12.0,1.0,0.0,0.0,0.0,0.0,0.0,
1414,Rodolfo Castro,666801,31,26,2,121,56,34,10,5,0,16,8,3,3,2,0,0,0,0.6071428571428571,0.4628099173553719,0.3225806451612903,0.16129032258064516,0.07692307692307693,0.22580645161290322,0.07692307692307693,All,101.0,14.0,0.5714285714285714,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.425531914893617,100.76
1415,Rodolfo Durán,660710,7,6,2,25,11,10,0,1,0,6,1,2,2,1,0,0,1,0.9090909090909091,0.44,0.0,0.14285714285714285,0.3333333333333333,0.42857142857142855,0.8333333333333334,All,25.0,6.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.26666666666666666,103.55
