,BatterName,batter,PA_flag,AB,IsHit,PitchesThrown,SwungOn,ContactMade,IsStrikeout,IsWalk,IsHBP,IsBIP,IsGB,IsLD,IsFB,IsSingle,IsDouble,IsTriple,IsHomer,Cont%,Swing%,K%,BB%,AVG,OBP,SLG,Split,Statcast PC,Statcast BBE,GB%,LD%,FB%,SwtSpot%,Chase%,EV 90
2579,Joey Meneses,608841,19,18,3,58,36,30,2,1,0,16,3,3,5,2,0,0,1,0.8333333333333334,0.6206896551724138,0.10526315789473684,0.05263157894736842,0.16666666666666666,0.21052631578947367,0.3333333333333333,RHP,57.0,14.0,0.2857142857142857,0.2857142857142857,0.35714285714285715,0.2857142857142857,0.3333333333333333,105.34
2580,Joey Ortiz,687401,40,34,12,155,61,50,7,3,3,27,2,1,1,6,3,1,2,0.819672131147541,0.3935483870967742,0.175,0.075,0.35294117647058826,0.45,0.6764705882352942,RHP,62.0,8.0,0.375,0.25,0.125,0.25,0.16666666666666666,105.61999999999999
2581,Joey Wiemer,686894,39,34,10,152,65,42,13,5,0,21,6,10,4,6,2,0,2,0.6461538461538462,0.4276315789473684,0.3333333333333333,0.1282051282051282,0.29411764705882354,0.38461538461538464,0.5294117647058824,RHP,177.0,23.0,0.30434782608695654,0.43478260869565216,0.21739130434782608,0.4782608695652174,0.21875,104.92
2582,Johan Rojas,679032,45,43,12,143,71,54,13,1,1,30,11,5,1,8,3,0,1,0.7605633802816901,0.4965034965034965,0.28888888888888886,0.022222222222222223,0.27906976744186046,0.3111111111111111,0.4186046511627907,RHP,142.0,26.0,0.46153846153846156,0.2692307692307692,0.07692307692307693,0.3076923076923077,0.3870967741935484,101.97000000000001
2583,John Michael Faile,702114,1,1,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,RHP,2.0,1.0,1.0,0.0,0.0,0.0,1.0,64.1
2584,John Rave,670231,26,23,9,104,44,35,6,2,1,17,6,3,2,7,1,1,0,0.7954545454545454,0.4230769230769231,0.23076923076923078,0.07692307692307693,0.391304347826087,0.46153846153846156,0.5217391304347826,RHP,113.0,15.0,0.6,0.2,0.13333333333333333,0.13333333333333333,0.1320754716981132,102.49
2585,John Wimmer,814091,5,4,0,12,7,4,1,1,0,3,1,0,0,0,0,0,0,0.5714285714285714,0.5833333333333334,0.2,0.2,0.0,0.2,0.0,RHP,7.0,1.0,1.0,0.0,0.0,0.0,0.0,60.2
2586,Johnathan Rodriguez,671286,24,17,3,99,42,31,4,5,0,15,7,1,3,2,0,0,1,0.7380952380952381,0.42424242424242425,0.16666666666666666,0.20833333333333334,0.17647058823529413,0.3333333333333333,0.35294117647058826,RHP,120.0,16.0,0.5625,0.1875,0.1875,0.25,0.22727272727272727,107.24
2587,Johnathon Thomas,684976,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,RHP,,,,,,,,
2588,Johnfrank Salazar,692564,2,2,1,8,2,2,1,0,0,1,0,1,0,0,1,0,0,1.0,0.25,0.5,0.0,0.5,0.5,1.0,RHP,8.0,1.0,0.0,1.0,0.0,1.0,0.0,89.9
2589,Johnny Ascanio,691392,1,1,0,4,1,1,0,0,0,1,0,0,1,0,0,0,0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,RHP,4.0,1.0,0.0,0.0,1.0,0.0,0.0,100.4
2590,Johnny Olmstead,675394,2,2,0,4,4,2,1,0,0,1,0,0,0,0,0,0,0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,RHP,1.0,1.0,0.0,0.0,0.0,0.0,,75.8
2591,Jon Berti,542932,33,28,10,113,48,41,4,4,1,24,5,0,0,9,1,0,0,0.8541666666666666,0.4247787610619469,0.12121212121212122,0.12121212121212122,0.35714285714285715,0.45454545454545453,0.39285714285714285,RHP,36.0,8.0,0.75,0.0,0.0,0.0,0.08333333333333333,107.76
2592,Jon Singleton,572138,35,32,6,141,65,42,8,3,0,24,2,1,2,5,1,0,0,0.6461538461538462,0.46099290780141844,0.22857142857142856,0.08571428571428572,0.1875,0.2571428571428571,0.21875,RHP,55.0,7.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.28125,103.3
2593,Jonah Advincula,809945,3,2,1,10,4,3,0,1,0,2,1,1,0,1,0,0,0,0.75,0.4,0.0,0.3333333333333333,0.5,0.6666666666666666,0.5,RHP,14.0,2.0,0.5,0.5,0.0,0.5,0.14285714285714285,94.27000000000001
2594,Jonah Bride,681146,40,27,5,186,63,57,3,11,1,25,11,4,4,4,0,0,1,0.9047619047619048,0.3387096774193548,0.075,0.275,0.18518518518518517,0.425,0.2962962962962963,RHP,199.0,32.0,0.5625,0.125,0.21875,0.21875,0.16161616161616163,100.03
2595,Jonah Cox,813841,10,8,3,45,26,18,2,1,0,7,3,1,0,3,0,0,0,0.6923076923076923,0.5777777777777777,0.2,0.1,0.375,0.4,0.375,RHP,27.0,5.0,0.6,0.4,0.0,0.4,0.2,105.08
2596,Jonah Heim,641680,31,25,5,116,54,39,6,5,0,20,6,2,6,5,0,0,0,0.7222222222222222,0.46551724137931033,0.1935483870967742,0.16129032258064516,0.2,0.3225806451612903,0.2,RHP,144.0,25.0,0.4,0.12,0.36,0.24,0.29850746268656714,100.9
2597,Jonatan Clase,682729,14,12,1,54,22,16,5,2,0,7,2,1,1,0,1,0,0,0.7272727272727273,0.4074074074074074,0.35714285714285715,0.14285714285714285,0.08333333333333333,0.21428571428571427,0.16666666666666666,RHP,40.0,4.0,0.5,0.25,0.25,0.25,0.22727272727272727,100.16
2598,Jonathan Aranda,666018,42,38,13,131,65,53,11,3,0,28,4,3,4,7,5,0,1,0.8153846153846154,0.4961832061068702,0.2619047619047619,0.07142857142857142,0.34210526315789475,0.38095238095238093,0.5526315789473685,RHP,114.0,16.0,0.375,0.1875,0.375,0.375,0.32075471698113206,101.3
2599,Jonathan India,663697,53,45,18,202,74,66,5,6,3,40,9,14,13,12,4,0,2,0.8918918918918919,0.36633663366336633,0.09433962264150944,0.11320754716981132,0.4,0.5094339622641509,0.6222222222222222,RHP,211.0,43.0,0.20930232558139536,0.37209302325581395,0.3488372093023256,0.5116279069767442,0.14563106796116504,103.96
2600,Jonathan Ornelas,680716,23,20,5,78,33,22,7,2,1,13,6,4,0,4,1,0,0,0.6666666666666666,0.4230769230769231,0.30434782608695654,0.08695652173913043,0.25,0.34782608695652173,0.3,RHP,92.0,17.0,0.6470588235294118,0.35294117647058826,0.0,0.35294117647058826,0.23404255319148937,104.6
2601,Jonathon Long,675085,19,17,3,89,46,37,4,2,0,13,1,1,1,2,1,0,0,0.8043478260869565,0.5168539325842697,0.21052631578947367,0.10526315789473684,0.17647058823529413,0.2631578947368421,0.23529411764705882,RHP,38.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2857142857142857,106.02
2602,Jonny DeLuca,676356,42,34,7,124,51,41,7,6,2,27,3,5,1,7,0,0,0,0.803921568627451,0.4112903225806452,0.16666666666666666,0.14285714285714285,0.20588235294117646,0.35714285714285715,0.20588235294117646,RHP,79.0,11.0,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.5454545454545454,0.15789473684210525,97.3
2603,Jorbit Vivas,678391,23,22,10,70,34,27,5,1,0,17,3,5,2,9,1,0,0,0.7941176470588235,0.4857142857142857,0.21739130434782608,0.043478260869565216,0.45454545454545453,0.4782608695652174,0.5,RHP,60.0,13.0,0.3076923076923077,0.38461538461538464,0.15384615384615385,0.3076923076923077,0.3333333333333333,99.55
2604,Jordan Beck,687597,50,44,12,211,95,68,17,5,1,27,6,6,6,7,1,0,4,0.7157894736842105,0.45023696682464454,0.34,0.1,0.2727272727272727,0.36,0.5681818181818182,RHP,258.0,32.0,0.25,0.21875,0.34375,0.3125,0.2462686567164179,106.9
2605,Jordan Groshans,677954,15,14,6,55,26,20,2,1,0,12,7,2,2,3,2,0,1,0.7692307692307693,0.4727272727272727,0.13333333333333333,0.06666666666666667,0.42857142857142855,0.4666666666666667,0.7857142857142857,RHP,69.0,13.0,0.6153846153846154,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.23529411764705882,104.2
2606,Jordan Lawlar,691783,22,19,4,100,42,33,4,3,0,15,7,2,4,3,1,0,0,0.7857142857142857,0.42,0.18181818181818182,0.13636363636363635,0.21052631578947367,0.3181818181818182,0.2631578947368421,RHP,166.0,26.0,0.34615384615384615,0.15384615384615385,0.3076923076923077,0.2692307692307692,0.23076923076923078,105.44
2607,Jordan Nwogu,685087,3,3,1,14,5,3,1,0,0,2,0,1,0,1,0,0,0,0.6,0.35714285714285715,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,RHP,8.0,2.0,0.0,0.5,0.0,0.5,0.2,92.91
2608,Jordan Sprinkle,688394,3,3,1,11,6,4,0,0,0,3,0,1,1,1,0,0,0,0.6666666666666666,0.5454545454545454,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,RHP,16.0,4.0,0.25,0.25,0.25,0.25,0.25,91.77000000000001
2609,Jordan Walker,691023,30,26,4,111,47,30,11,2,0,17,8,4,4,3,1,0,0,0.6382978723404256,0.42342342342342343,0.36666666666666664,0.06666666666666667,0.15384615384615385,0.2,0.19230769230769232,RHP,108.0,20.0,0.5,0.25,0.2,0.35,0.23636363636363636,103.62
2610,Jordan Westburg,676059,24,22,6,62,28,20,6,2,0,16,2,2,0,5,1,0,0,0.7142857142857143,0.45161290322580644,0.25,0.08333333333333333,0.2727272727272727,0.3333333333333333,0.3181818181818182,RHP,17.0,4.0,0.5,0.5,0.0,0.5,0.25,94.2
2611,Jordyn Adams,677941,8,8,1,24,12,8,3,0,0,5,1,2,0,1,0,0,0,0.6666666666666666,0.5,0.375,0.0,0.125,0.125,0.125,RHP,26.0,5.0,0.4,0.4,0.2,0.6,0.2,107.5
2612,Jorel Ortega,687567,2,1,0,9,5,5,0,1,0,1,0,0,0,0,0,0,0,1.0,0.5555555555555556,0.0,0.5,0.0,0.5,0.0,RHP,8.0,0.0,,,,,0.0,
2613,Jorge Alfaro,595751,22,18,5,77,44,25,6,2,2,12,1,1,0,1,3,0,1,0.5681818181818182,0.5714285714285714,0.2727272727272727,0.09090909090909091,0.2777777777777778,0.4090909090909091,0.6111111111111112,RHP,55.0,4.0,0.75,0.25,0.0,0.25,0.3939393939393939,107.51
2614,Jorge Barrosa,678489,21,18,6,87,41,29,8,2,1,10,4,1,2,3,2,1,0,0.7073170731707317,0.47126436781609193,0.38095238095238093,0.09523809523809523,0.3333333333333333,0.42857142857142855,0.5555555555555556,RHP,106.0,12.0,0.5,0.08333333333333333,0.25,0.16666666666666666,0.35185185185185186,96.1
2615,Jorge Burgos,684222,11,11,5,42,18,15,2,0,0,9,1,2,3,1,1,1,2,0.8333333333333334,0.42857142857142855,0.18181818181818182,0.0,0.45454545454545453,0.45454545454545453,1.2727272727272727,RHP,38.0,8.0,0.375,0.25,0.375,0.125,0.15789473684210525,107.32
2616,Jorge Mateo,622761,5,4,1,12,5,5,1,1,0,3,0,0,0,1,0,0,0,1.0,0.4166666666666667,0.2,0.2,0.25,0.4,0.25,RHP,,,,,,,,
2617,Jorge Polanco,593871,28,27,8,119,60,48,4,1,0,23,9,3,4,4,2,0,2,0.8,0.5042016806722689,0.14285714285714285,0.03571428571428571,0.2962962962962963,0.32142857142857145,0.5925925925925926,RHP,131.0,25.0,0.4,0.32,0.2,0.4,0.25,107.02
2618,Jorge Ruiz,702409,1,1,1,4,3,3,0,0,0,1,0,1,0,0,1,0,0,1.0,0.75,0.0,0.0,1.0,1.0,2.0,RHP,4.0,1.0,0.0,1.0,0.0,1.0,0.0,91.6
2619,Jorge Soler,624585,42,36,10,115,47,29,16,4,2,20,2,1,2,5,1,0,4,0.6170212765957447,0.40869565217391307,0.38095238095238093,0.09523809523809523,0.2777777777777778,0.38095238095238093,0.6388888888888888,RHP,60.0,8.0,0.375,0.25,0.375,0.25,0.34375,107.82000000000001
2620,Jorgelys Mota,800195,3,3,0,12,4,1,3,0,0,0,0,0,0,0,0,0,0,0.25,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,RHP,12.0,0.0,,,,,0.3333333333333333,
2621,Jose Alpuria,800434,2,2,0,11,8,7,1,0,0,1,0,0,0,0,0,0,0,0.875,0.7272727272727273,0.5,0.0,0.0,0.0,0.0,RHP,8.0,0.0,,,,,0.0,
2622,Jose Altuve,514888,41,40,8,148,72,53,12,1,0,28,5,2,2,4,3,0,1,0.7361111111111112,0.4864864864864865,0.2926829268292683,0.024390243902439025,0.2,0.21951219512195122,0.35,RHP,76.0,11.0,0.45454545454545453,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.25,98.23
2623,Jose Barrero,676480,41,38,11,155,74,52,11,3,0,27,9,3,6,6,3,0,2,0.7027027027027027,0.4774193548387097,0.2682926829268293,0.07317073170731707,0.2894736842105263,0.34146341463414637,0.5263157894736842,RHP,155.0,27.0,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.14814814814814814,0.21212121212121213,107.7
2624,Jose Cardona,606580,2,2,1,7,3,3,0,0,0,2,1,0,1,1,0,0,0,1.0,0.42857142857142855,0.0,0.0,0.5,0.5,0.5,RHP,15.0,3.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.5454545454545454,86.48
2625,Jose Colmenares,683569,2,1,1,5,1,1,0,1,0,1,0,0,0,1,0,0,0,1.0,0.2,0.0,0.5,1.0,1.0,1.0,RHP,4.0,0.0,,,,,0.0,
2626,Jose Cordoba,692390,3,2,0,16,7,2,2,1,1,0,0,0,0,0,0,0,0,0.2857142857142857,0.4375,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,RHP,9.0,1.0,1.0,0.0,0.0,0.0,0.0,83.6
2627,Jose Cordova,682276,2,2,0,7,4,3,1,0,0,1,0,0,0,0,0,0,0,0.75,0.5714285714285714,0.5,0.0,0.0,0.0,0.0,RHP,3.0,0.0,,,,,1.0,
2628,Jose Devers,691410,10,10,2,31,18,10,4,0,0,6,2,1,2,0,1,0,1,0.5555555555555556,0.5806451612903226,0.4,0.0,0.2,0.2,0.6,RHP,33.0,7.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.5882352941176471,103.16000000000001
2629,Jose Escobar,803241,3,2,1,13,3,3,0,1,0,2,0,0,1,1,0,0,0,1.0,0.23076923076923078,0.0,0.3333333333333333,0.5,0.6666666666666666,0.5,RHP,14.0,1.0,0.0,0.0,1.0,0.0,0.3,62.1
2630,Jose Fernandez,699912,4,4,1,15,11,10,1,0,0,3,1,1,0,1,0,0,0,0.9090909090909091,0.7333333333333333,0.25,0.0,0.25,0.25,0.25,RHP,22.0,2.0,0.5,0.5,0.0,0.5,0.6,101.67999999999999
2631,Jose Gonzalez,681275,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,RHP,,,,,,,,
2632,Jose Herrera,645444,30,26,7,100,48,43,3,4,0,23,7,6,5,5,2,0,0,0.8958333333333334,0.48,0.1,0.13333333333333333,0.2692307692307692,0.36666666666666664,0.34615384615384615,RHP,97.0,25.0,0.4,0.28,0.28,0.32,0.22727272727272727,101.5
2633,Jose Iglesias,578428,20,20,5,70,27,24,3,0,0,17,10,0,2,4,1,0,0,0.8888888888888888,0.38571428571428573,0.15,0.0,0.25,0.25,0.3,RHP,66.0,15.0,0.7333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.15625,102.51
2634,Jose Miranda,669304,47,40,10,153,70,53,7,5,0,35,5,7,9,7,2,0,1,0.7571428571428571,0.45751633986928103,0.14893617021276595,0.10638297872340426,0.25,0.3191489361702128,0.375,RHP,138.0,30.0,0.3333333333333333,0.26666666666666666,0.3,0.43333333333333335,0.2564102564102564,99.24
2635,Jose Monzon,808267,2,2,1,7,3,3,0,0,0,2,0,0,1,0,0,1,0,1.0,0.42857142857142855,0.0,0.0,0.5,0.5,1.5,RHP,6.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,91.6
2636,Jose Ramos,682947,1,1,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0.5,0.4,1.0,0.0,0.0,0.0,0.0,RHP,5.0,0.0,,,,,0.5,
2637,Jose Siri,642350,40,33,7,159,56,34,12,5,1,22,6,5,2,3,1,0,3,0.6071428571428571,0.3522012578616352,0.3,0.125,0.21212121212121213,0.325,0.5151515151515151,RHP,152.0,19.0,0.42105263157894735,0.2631578947368421,0.15789473684210525,0.2631578947368421,0.1780821917808219,104.92999999999999
2638,Jose Suarez,699027,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,RHP,,,,,,,,
2639,Jose Torres,686958,2,1,0,9,3,2,0,1,0,1,0,0,1,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.0,0.5,0.0,RHP,9.0,1.0,0.0,0.0,1.0,0.0,0.16666666666666666,91.5
2640,Jose Trevino,624431,29,27,5,95,45,37,5,1,1,22,11,2,3,3,2,0,0,0.8222222222222222,0.47368421052631576,0.1724137931034483,0.034482758620689655,0.18518518518518517,0.2413793103448276,0.25925925925925924,RHP,128.0,26.0,0.5384615384615384,0.11538461538461539,0.3076923076923077,0.19230769230769232,0.3466666666666667,104.05
2641,Joseph Sullivan,813896,14,11,1,54,23,12,6,1,2,5,0,0,2,0,0,0,1,0.5217391304347826,0.42592592592592593,0.42857142857142855,0.07142857142857142,0.09090909090909091,0.2857142857142857,0.36363636363636365,RHP,61.0,5.0,0.2,0.0,0.6,0.0,0.14285714285714285,103.17999999999999
2642,Josh Adamczewski,815304,3,3,2,5,5,2,1,0,0,2,0,0,0,1,0,0,1,0.4,1.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.6666666666666667,RHP,5.0,1.0,0.0,0.0,1.0,0.0,0.0,98.1
2643,Josh Bell,605137,40,36,5,145,73,39,17,4,0,19,1,3,1,4,0,0,1,0.5342465753424658,0.503448275862069,0.425,0.1,0.1388888888888889,0.225,0.2222222222222222,RHP,66.0,9.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.3611111111111111,100.28
2644,Josh Breaux,677007,15,13,6,43,21,14,3,2,0,10,0,3,4,3,1,0,2,0.6666666666666666,0.4883720930232558,0.2,0.13333333333333333,0.46153846153846156,0.5333333333333333,1.0,RHP,34.0,8.0,0.0,0.375,0.5,0.75,0.4666666666666667,103.13
2645,Josh Caron,701805,5,5,1,12,7,4,1,0,0,4,2,2,0,1,0,0,0,0.5714285714285714,0.5833333333333334,0.2,0.0,0.2,0.2,0.2,RHP,12.0,4.0,0.5,0.5,0.0,0.5,0.6666666666666666,97.59
2646,Josh Hatcher,677049,8,8,3,17,13,8,2,0,0,6,3,2,0,0,3,0,0,0.6153846153846154,0.7647058823529411,0.25,0.0,0.375,0.375,0.75,RHP,16.0,5.0,0.6,0.4,0.0,0.4,0.5,101.12
2647,Josh Hood,681377,2,2,0,8,3,2,1,0,0,1,1,0,0,0,0,0,0,0.6666666666666666,0.375,0.5,0.0,0.0,0.0,0.0,RHP,9.0,2.0,1.0,0.0,0.0,0.0,0.0,96.14
2648,Josh Jung,673962,42,35,7,156,63,46,13,7,0,22,12,7,1,5,1,0,1,0.7301587301587301,0.40384615384615385,0.30952380952380953,0.16666666666666666,0.2,0.3333333333333333,0.3142857142857143,RHP,182.0,32.0,0.625,0.28125,0.0625,0.28125,0.22340425531914893,109.1
2649,Josh Kasevich,688460,7,7,2,17,9,9,0,0,0,7,0,2,1,2,0,0,0,1.0,0.5294117647058824,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,RHP,13.0,4.0,0.0,0.75,0.25,0.5,0.0,102.83
2650,Josh Lester,623507,3,2,1,9,2,2,0,1,0,2,2,0,0,1,0,0,0,1.0,0.2222222222222222,0.0,0.3333333333333333,0.5,0.6666666666666666,0.5,RHP,19.0,3.0,1.0,0.0,0.0,0.0,0.1111111111111111,95.78
2651,Josh Lowe,666139,40,35,14,124,61,51,4,5,0,31,5,5,3,8,4,0,2,0.8360655737704918,0.49193548387096775,0.1,0.125,0.4,0.475,0.6857142857142857,RHP,93.0,15.0,0.4,0.4,0.2,0.4,0.225,102.67999999999999
2652,Josh Moylan,694742,2,2,0,2,2,2,0,0,0,2,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,RHP,1.0,1.0,1.0,0.0,0.0,0.0,,64.8
2653,Josh Naylor,647304,46,40,12,163,72,61,3,6,0,37,15,8,6,8,3,0,1,0.8472222222222222,0.44171779141104295,0.06521739130434782,0.13043478260869565,0.3,0.391304347826087,0.45,RHP,193.0,39.0,0.41025641025641024,0.3076923076923077,0.23076923076923078,0.358974358974359,0.24299065420560748,106.96000000000001
2654,Josh Rivera,687069,11,9,2,39,12,7,3,2,0,6,1,1,1,2,0,0,0,0.5833333333333334,0.3076923076923077,0.2727272727272727,0.18181818181818182,0.2222222222222222,0.36363636363636365,0.2222222222222222,RHP,35.0,5.0,0.2,0.4,0.2,0.4,0.2222222222222222,105.12
2655,Josh Rojas,668942,26,24,7,84,38,33,5,2,0,19,6,3,6,5,2,0,0,0.868421052631579,0.4523809523809524,0.19230769230769232,0.07692307692307693,0.2916666666666667,0.34615384615384615,0.375,RHP,109.0,22.0,0.3181818181818182,0.22727272727272727,0.4090909090909091,0.3181818181818182,0.19607843137254902,98.99
2656,Josh Smith,669701,39,36,10,167,62,54,8,3,0,28,11,7,7,5,3,1,1,0.8709677419354839,0.3712574850299401,0.20512820512820512,0.07692307692307693,0.2777777777777778,0.3333333333333333,0.5,RHP,208.0,32.0,0.46875,0.25,0.25,0.34375,0.23275862068965517,108.21000000000001
2657,Josh Zamora,695031,3,3,1,9,5,4,1,0,0,2,0,1,0,1,0,0,0,0.8,0.5555555555555556,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,RHP,5.0,2.0,0.0,1.0,0.0,1.0,0.0,100.8
2658,Joshua Baez,695491,2,1,0,12,2,1,1,1,1,0,0,0,0,0,0,0,0,0.5,0.16666666666666666,0.5,0.5,0.0,1.0,0.0,RHP,12.0,0.0,,,,,0.14285714285714285,
2659,Joshua Kuroda-Grauer,811965,4,4,0,8,5,5,0,0,0,4,3,0,0,0,0,0,0,1.0,0.625,0.0,0.0,0.0,0.0,0.0,RHP,7.0,3.0,1.0,0.0,0.0,0.0,0.0,100.38
2660,Joshua Palacios,641943,14,13,3,43,23,15,2,1,0,11,4,1,0,3,0,0,0,0.6521739130434783,0.5348837209302325,0.14285714285714285,0.07142857142857142,0.23076923076923078,0.2857142857142857,0.23076923076923078,RHP,52.0,9.0,0.5555555555555556,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.16,100.42
2661,Josue Briceño,800522,12,11,1,42,18,15,3,1,0,8,0,0,2,0,0,0,1,0.8333333333333334,0.42857142857142855,0.25,0.08333333333333333,0.09090909090909091,0.16666666666666666,0.36363636363636365,RHP,35.0,3.0,0.0,0.0,0.6666666666666666,0.0,0.17647058823529413,95.36
2662,Josue De Paula,800543,8,5,1,27,6,5,1,2,1,4,2,0,0,1,0,0,0,0.8333333333333334,0.2222222222222222,0.125,0.25,0.2,0.5,0.2,RHP,31.0,5.0,0.8,0.2,0.0,0.2,0.2,98.32
2663,Joswa Lugo,815915,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,RHP,,,,,,,,
2664,José Anderson,821262,2,2,0,5,4,2,1,0,0,1,1,0,0,0,0,0,0,0.5,0.8,0.5,0.0,0.0,0.0,0.0,RHP,6.0,2.0,1.0,0.0,0.0,0.0,1.0,104.91
2665,José Azocar,640492,35,33,7,113,62,44,7,1,1,26,6,5,2,6,0,0,1,0.7096774193548387,0.5486725663716814,0.2,0.02857142857142857,0.21212121212121213,0.2571428571428571,0.30303030303030304,RHP,103.0,23.0,0.4782608695652174,0.2608695652173913,0.13043478260869565,0.30434782608695654,0.42105263157894735,105.89
2666,José Caballero,676609,36,32,10,94,47,33,7,3,0,26,1,2,2,10,0,0,0,0.7021276595744681,0.5,0.19444444444444445,0.08333333333333333,0.3125,0.3611111111111111,0.3125,RHP,42.0,6.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3157894736842105,92.30000000000001
2667,José Devers,672701,8,8,0,31,16,11,3,0,0,5,2,0,1,0,0,0,0,0.6875,0.5161290322580645,0.375,0.0,0.0,0.0,0.0,RHP,31.0,3.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.38095238095238093,98.67
2668,José Fermín,665877,47,43,11,163,65,57,3,3,0,41,16,8,9,7,3,0,1,0.8769230769230769,0.3987730061349693,0.06382978723404255,0.06382978723404255,0.2558139534883721,0.2978723404255319,0.3953488372093023,RHP,175.0,42.0,0.4523809523809524,0.2619047619047619,0.23809523809523808,0.2857142857142857,0.14473684210526316,100.96000000000001
2669,José Ramírez,608070,32,29,11,132,61,51,2,3,0,27,7,8,11,7,3,0,1,0.8360655737704918,0.4621212121212121,0.0625,0.09375,0.3793103448275862,0.4375,0.5862068965517241,RHP,214.0,44.0,0.29545454545454547,0.29545454545454547,0.3181818181818182,0.36363636363636365,0.3185840707964602,105.06
2670,José Tena,677588,38,33,6,115,52,33,11,5,0,22,9,1,1,4,2,0,0,0.6346153846153846,0.45217391304347826,0.2894736842105263,0.13157894736842105,0.18181818181818182,0.2894736842105263,0.24242424242424243,RHP,82.0,15.0,0.8,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2558139534883721,98.94000000000001
2671,Juan Baez,800345,7,6,0,23,11,10,1,1,0,5,0,1,0,0,0,0,0,0.9090909090909091,0.4782608695652174,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,RHP,13.0,1.0,0.0,1.0,0.0,1.0,0.16666666666666666,85.7
2672,Juan Benjamin,691405,1,1,0,4,2,2,0,0,0,1,0,1,0,0,0,0,0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,RHP,4.0,1.0,0.0,1.0,0.0,1.0,0.0,88.2
2673,Juan Brito,682877,23,23,4,80,44,32,4,0,0,19,3,2,10,1,0,0,3,0.7272727272727273,0.55,0.17391304347826086,0.0,0.17391304347826086,0.17391304347826086,0.5652173913043478,RHP,144.0,25.0,0.28,0.08,0.52,0.2,0.40229885057471265,102.24
2674,Juan Chacon,691370,5,5,0,24,9,4,3,0,0,2,0,0,0,0,0,0,0,0.4444444444444444,0.375,0.6,0.0,0.0,0.0,0.0,RHP,11.0,1.0,0.0,1.0,0.0,1.0,0.4,100.8
2675,Juan Corniel,691284,3,3,2,10,4,2,1,0,0,2,1,0,0,1,1,0,0,0.5,0.4,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.0,RHP,8.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,64.8
2676,Juan Flores,808129,10,9,1,33,15,9,4,1,0,5,2,0,0,1,0,0,0,0.6,0.45454545454545453,0.4,0.1,0.1111111111111111,0.2,0.1111111111111111,RHP,22.0,3.0,1.0,0.0,0.0,0.0,0.23076923076923078,106.32
2677,Juan Guerrero,682648,1,1,0,4,1,1,0,0,0,1,0,1,0,0,0,0,0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,RHP,11.0,1.0,0.0,1.0,0.0,1.0,0.3333333333333333,89.2
