,Player,SAVID,FGID,Team,Level,Age,K%,BB%,Brl%,Solid%,Flare%,Under%,Topped%,Weak%,PPA,HBPRate,SplitK_R,SplitK_L,SplitBB_R,SplitBB_L,SplitBrl_R,SplitBrl_L,SplitSolid_R,SplitSolid_L,SplitFlare_R,SplitFlare_L,SplitTopped_R,SplitTopped_L,SplitUnder_R,SplitUnder_L,SplitWeak_R,SplitWeak_L
0,Yusei Kikuchi,579328,20633,LAA,MLB,33.8,0.268,0.065,0.094,0.062,0.245,0.23,0.32,0.041,3.909,0.008,0.9726666666666667,1.0436666666666665,1.0136666666666667,0.921,1.08,0.8276666666666667,1.0306666666666666,0.9233333333333333,1.023,0.9556666666666667,0.9646666666666667,1.076,1.019,0.9423333333333334,0.832,1.482
1,Jose Soriano,667755,22100,LAA,MLB,26.5,0.241,0.098,0.078,0.064,0.238,0.159,0.442,0.041,3.909,0.019,1.0376666666666665,0.9576666666666667,0.973,1.0483333333333333,1.0463333333333333,1.014,0.9236666666666666,1.1186666666666667,0.9923333333333333,1.0086666666666666,1.026,0.948,0.9833333333333333,1.0496666666666665,0.8586666666666667,0.9733333333333334
2,Jack Kochanowicz,686799,27688,LAA,MLB,24.3,0.131,0.045,0.078,0.059,0.245,0.179,0.402,0.042,3.909,0.019,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
3,Tyler Anderson,542881,12880,LAA,MLB,35.3,0.188,0.096,0.076,0.063,0.242,0.303,0.27,0.046,3.909,0.008,0.9823333333333333,1.0093333333333332,0.9836666666666667,1.0313333333333332,1.0696666666666665,0.8683333333333333,1.0696666666666668,0.785,1.0096666666666665,1.0046666666666666,0.952,1.1186666666666667,1.027,0.9146666666666667,0.8966666666666666,1.2396666666666667
4,Kyle Hendricks,543294,12049,LAA,MLB,35.4,0.157,0.06,0.079,0.059,0.247,0.24,0.308,0.048,3.909,0.011,1.004,0.9886666666666667,0.8243333333333334,1.1926666666666668,0.9523333333333334,1.1046666666666667,0.991,1.072,0.9836666666666667,1.0166666666666666,1.0323333333333333,0.9369999999999999,0.9676666666666667,1.07,1.086,0.764
5,Kenley Jansen,445276,3096,LAA,MLB,37.5,0.282,0.085,0.076,0.059,0.237,0.355,0.239,0.047,3.909,0.007,1.025,0.9663333333333333,0.929,1.088,0.9656666666666667,1.0903333333333334,1.0926666666666667,0.9646666666666667,1.0226666666666666,0.9756666666666666,0.924,1.0513333333333332,1.039,0.995,0.8913333333333333,0.9696666666666667
6,Ben Joyce,690829,31461,LAA,MLB,24.6,0.216,0.115,0.069,0.061,0.24,0.219,0.39,0.042,3.909,0.031,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
7,Ryan Zeferjahn,666171,25420,LAA,MLB,27.1,0.272,0.106,0.065,0.058,0.237,0.302,0.323,0.045,3.909,0.024,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
8,Brock Burke,656271,17968,LAA,MLB,28.7,0.233,0.051,0.076,0.066,0.246,0.258,0.294,0.045,3.909,0.009,0.9723333333333333,1.039,0.975,1.0326666666666666,1.0286666666666666,0.9626666666666666,1.118,0.722,0.9976666666666666,1.024,0.9393333333333334,1.125,1.0639999999999998,0.8443333333333334,0.8656666666666667,1.3116666666666668
9,Garrett McDaniels,680729,31751,LAA,MLB,25.3,0.243,0.098,0.08,0.063,0.243,0.258,0.313,0.043,3.909,0.011,0.964,1.047,0.994,0.982,1.099,0.821,1.054,0.854,1.023,0.977,0.953,1.091,1.027,0.919,0.841,1.374
10,Reid Detmers,672282,27468,LAA,MLB,25.8,0.268,0.095,0.081,0.066,0.248,0.285,0.268,0.041,3.909,0.013,0.9873333333333333,0.9936666666666666,0.9973333333333333,0.9836666666666667,1.0656666666666665,0.882,1.0293333333333334,0.9246666666666666,1.0186666666666666,0.974,0.951,1.117,1.0403333333333333,0.8743333333333334,0.818,1.4933333333333334
11,Ian Anderson,666120,19951,LAA,MLB,26.9,0.215,0.101,0.079,0.058,0.243,0.211,0.365,0.045,3.909,0.003,1.0156666666666665,0.977,0.9133333333333333,1.1046666666666667,1.065,0.9843333333333334,1.029,1.0313333333333332,0.995,1.0043333333333333,1.0086666666666666,0.962,0.9706666666666667,1.0676666666666665,0.9466666666666667,0.9126666666666666
12,Caden Dana,702674,31508,LAA,MLB,21.3,0.247,0.091,0.08,0.063,0.243,0.258,0.313,0.043,3.909,0.014,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
13,Sam Bachman,696147,29754,LAA,MLB,25.5,0.183,0.098,0.053,0.052,0.266,0.204,0.366,0.038,4.158,0.018,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
14,Samuel Aldegheri,691951,26443,LAA,MLB,23.6,0.277,0.095,0.08,0.063,0.243,0.258,0.313,0.043,3.313,0.013,0.964,1.047,0.994,0.982,1.099,0.821,1.054,0.854,1.023,0.977,0.953,1.091,1.027,0.919,0.841,1.374
15,Chase Silseth,681217,30074,LAA,MLB,24.9,0.236,0.101,0.094,0.059,0.247,0.196,0.338,0.045,4.023,0.01,1.0346666666666666,0.957,0.8673333333333334,1.1523333333333334,0.991,1.0636666666666668,0.8793333333333333,1.1906666666666665,0.9573333333333334,1.0446666666666666,1.0753333333333333,0.891,0.9646666666666667,1.0733333333333333,0.9906666666666667,0.8653333333333333
16,Jake Eder,671109,27590,LAA,MLB,26.5,0.234,0.103,0.084,0.057,0.245,0.215,0.358,0.042,3.909,0.018,0.964,1.047,0.994,0.982,1.099,0.821,1.054,0.854,1.023,0.977,0.953,1.091,1.027,0.919,0.841,1.374
17,Victor Mederos,682989,31533,LAA,MLB,23.8,0.192,0.099,0.096,0.053,0.239,0.229,0.388,0.035,3.909,0.026,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
18,Jack Dashwood,669081,sa3015035,LAA,MLB,27.4,0.309,0.077,0.08,0.063,0.243,0.258,0.313,0.043,3.909,0.01,0.964,1.047,0.994,0.982,1.099,0.821,1.054,0.854,1.023,0.977,0.953,1.091,1.027,0.919,0.841,1.374
19,Hans Crouse,668968,22192,LAA,MLB,26.6,0.248,0.11,0.079,0.068,0.232,0.359,0.23,0.048,4.116,0.009,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
20,Zach Eflin,621107,13774,BAL,MLB,31.0,0.229,0.034,0.078,0.06,0.238,0.256,0.33,0.046,3.909,0.006,1.017,0.9756666666666667,0.853,1.1686666666666667,1.0096666666666667,1.044,1.0023333333333333,1.06,1.0043333333333333,0.9943333333333333,1.038,0.9306666666666666,0.934,1.1066666666666667,1.0396666666666667,0.8123333333333334
21,Charlie Morton,450203,4676,BAL,MLB,41.4,0.249,0.102,0.085,0.062,0.245,0.235,0.322,0.043,3.909,0.022,0.9856666666666666,1.007,0.8786666666666667,1.1376666666666666,1.021,1.0313333333333334,1.007,1.0553333333333332,0.9876666666666666,1.0123333333333333,1.025,0.943,0.964,1.0776666666666666,1.0116666666666667,0.8386666666666667
22,Dean Kremer,665152,19350,BAL,MLB,29.3,0.215,0.081,0.087,0.065,0.242,0.268,0.291,0.043,3.909,0.009,0.9923333333333333,1.0053333333333334,0.8496666666666667,1.1863333333333332,1.0153333333333334,1.0373333333333334,0.9843333333333333,1.088,0.9756666666666667,1.0286666666666666,1.0346666666666666,0.9273333333333333,0.9826666666666667,1.0583333333333333,1.0063333333333333,0.8393333333333333
23,Tomoyuki Sugano,608372,35321,BAL,MLB,35.5,0.23788749999999997,0.08467283950617283,0.073,0.061,0.257,0.248,0.322,0.039,3.909,0.011,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
24,Cade Povich,700249,30055,BAL,MLB,25.0,0.212,0.091,0.085,0.063,0.239,0.32,0.256,0.044,3.909,0.008,0.964,1.047,0.994,0.982,1.099,0.821,1.054,0.854,1.023,0.977,0.953,1.091,1.027,0.919,0.841,1.374
25,Felix Bautista,642585,20666,BAL,MLB,29.8,0.454,0.116,0.083,0.053,0.241,0.297,0.302,0.042,3.909,0.008,0.9883333333333333,1.02,0.9056666666666667,1.1260000000000001,0.9913333333333334,1.083,1.1836666666666666,0.714,0.9716666666666667,1.0433333333333332,1.0286666666666666,0.9243333333333333,0.9786666666666667,1.075,0.9219999999999999,0.9863333333333333
26,Seranthony Dominguez,622554,19249,BAL,MLB,30.4,0.243,0.093,0.087,0.054,0.239,0.268,0.322,0.045,3.909,0.015,1.0706666666666667,0.8883333333333333,0.953,1.0503333333333333,0.999,1.059,1.0366666666666666,1.017,0.9453333333333334,1.0686666666666667,1.0576666666666668,0.897,0.9836666666666667,1.0566666666666666,0.9339999999999999,0.9366666666666666
27,Keegan Akin,669211,19362,BAL,MLB,30.0,0.29,0.061,0.083,0.069,0.238,0.28,0.296,0.043,3.909,0.005,0.967,1.0466666666666666,1.035,0.92,1.1306666666666667,0.7686666666666666,1.0556666666666668,0.8683333333333333,1.0323333333333333,0.955,0.9446666666666667,1.1023333333333334,1.0163333333333333,0.949,0.8233333333333334,1.3716666666666668
28,Yennier Cano,666974,25911,BAL,MLB,31.1,0.248,0.063,0.069,0.062,0.243,0.157,0.437,0.043,3.909,0.009,1.0656666666666665,0.8886666666666666,0.9226666666666666,1.0996666666666666,1.006,1.051,0.971,1.1106666666666667,0.917,1.117,1.048,0.9049999999999999,0.9883333333333333,1.0516666666666665,1.1026666666666667,0.6933333333333334
29,Gregory Soto,642397,19677,BAL,MLB,30.2,0.272,0.094,0.072,0.056,0.235,0.247,0.376,0.044,3.909,0.017,0.9803333333333333,1.022,1.0143333333333333,0.9496666666666667,1.0726666666666667,0.867,1.1146666666666667,0.743,1.0486666666666666,0.917,0.9226666666666666,1.154,1.0663333333333334,0.8483333333333334,0.8016666666666666,1.4363333333333335
30,Cionel Perez,672335,19614,BAL,MLB,29.0,0.182,0.113,0.065,0.063,0.239,0.212,0.396,0.044,3.909,0.011,0.9573333333333333,1.058,1.0066666666666666,0.973,1.094,0.8396666666666667,1.0306666666666666,0.9106666666666666,1.0716666666666665,0.9026666666666666,0.9506666666666667,1.0866666666666667,1.02,0.9430000000000001,0.748,1.462
31,Bryan Baker,641329,19804,BAL,MLB,30.4,0.273,0.099,0.072,0.068,0.246,0.279,0.285,0.042,3.909,0.009,1.0116666666666667,0.983,0.9086666666666667,1.1276666666666666,1.037,0.9936666666666667,1.0046666666666666,1.0653333333333332,0.9846666666666667,1.0176666666666665,1.0493333333333335,0.8846666666666666,0.9656666666666667,1.0996666666666666,0.9666666666666667,0.8986666666666666
32,Matt Bowman,621199,13528,BAL,MLB,33.9,0.199,0.08,0.085,0.072,0.237,0.235,0.32,0.047,3.909,0.009,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
33,Chayce McDermott,694646,29866,BAL,MLB,26.6,0.278,0.114,0.057,0.062,0.245,0.317,0.276,0.045,3.909,0.009,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
34,Grayson Rodriguez,680570,24492,BAL,MLB,25.4,0.257,0.078,0.078,0.068,0.247,0.238,0.315,0.042,3.977,0.009,1.0163333333333333,0.976,0.866,1.162,1.02,1.032,0.9533333333333333,1.1213333333333333,1.0076666666666667,0.9876666666666666,0.994,0.9803333333333333,0.9983333333333333,1.0373333333333332,1.0726666666666667,0.763
35,Trevor Rogers,669432,22286,BAL,MLB,27.4,0.228,0.09,0.075,0.062,0.249,0.243,0.304,0.045,4.142,0.009,0.961,1.0796666666666666,0.964,1.0926666666666667,1.1139999999999999,0.7046666666666667,1.0646666666666667,0.7976666666666666,1.0033333333333332,1.028,0.954,1.1143333333333334,1.0376666666666665,0.8743333333333334,0.8506666666666667,1.4076666666666668
36,Andrew Kittredge,552640,12828,BAL,MLB,35.1,0.245,0.047,0.079,0.055,0.24,0.238,0.364,0.043,3.553,0.006,1.0283333333333333,0.9513333333333334,0.8513333333333334,1.238,0.927,1.2046666666666668,0.971,1.1296666666666666,0.9956666666666666,0.9966666666666666,1.045,0.8946666666666666,0.9716666666666667,1.087,0.9633333333333333,0.9046666666666666
37,Albert Suarez,544150,6175,BAL,MLB,35.5,0.191,0.073,0.075,0.07,0.241,0.297,0.276,0.043,3.909,0.005,1.0246666666666666,0.9663333333333333,0.8336666666666667,1.1986666666666668,1.0173333333333334,1.0353333333333334,1.0583333333333333,0.9943333333333333,1.0033333333333334,0.9933333333333333,1.005,0.967,0.976,1.064,0.9823333333333333,0.873
38,Kyle Gibson,502043,10123,BAL,MLB,37.5,0.202,0.077,0.081,0.065,0.244,0.226,0.334,0.044,3.804,0.009,1.0416666666666665,0.951,0.9026666666666667,1.114,0.988,1.0646666666666667,1.0846666666666667,0.9786666666666667,0.9766666666666667,1.023,1.0343333333333333,0.9369999999999999,0.9553333333333334,1.0793333333333333,0.9993333333333333,0.858
39,Brandon Young,687064,sa3014926,BAL,MLB,26.6,0.25,0.088,0.054,0.058,0.24,0.34,0.285,0.046,3.909,0.009,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
40,Cody Poteet,547001,18769,BAL,MLB,30.7,0.207,0.098,0.084,0.057,0.245,0.282,0.307,0.038,3.889,0.006,1.0553333333333332,0.9369999999999999,0.976,1.04,1.083,0.9776666666666667,0.873,1.1736666666666666,1.0303333333333333,0.9743333333333333,0.981,0.9866666666666667,0.9953333333333333,1.0406666666666666,0.819,1.0213333333333332
41,Colin Selby,681882,24986,BAL,MLB,27.5,0.238,0.097,0.08,0.065,0.246,0.206,0.348,0.044,3.894,0.017,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
42,Kade Strowd,669704,sa3011418,BAL,MLB,27.6,0.261,0.101,0.059,0.068,0.253,0.157,0.387,0.046,3.909,0.012,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
43,Luis H. Gonzalez,593574,sa550522,BAL,MLB,33.2,0.261,0.081,0.081,0.053,0.239,0.322,0.273,0.046,3.909,0.012,0.964,1.047,0.994,0.982,1.099,0.821,1.054,0.854,1.023,0.977,0.953,1.091,1.027,0.919,0.841,1.374
44,Garrett Crochet,676979,27463,BOS,MLB,25.8,0.33,0.069,0.081,0.061,0.243,0.262,0.31,0.044,3.909,0.008,0.967,1.061,0.9613333333333334,1.103,1.1063333333333334,0.726,1.0573333333333335,0.8206666666666667,0.9949999999999999,1.0626666666666666,0.96,1.0943333333333334,1.0326666666666666,0.89,0.884,1.2873333333333334
45,Tanner Houck,656557,19879,BOS,MLB,28.8,0.209,0.074,0.072,0.062,0.245,0.195,0.389,0.042,3.909,0.02,1.0466666666666666,0.946,0.8733333333333333,1.143,0.9706666666666667,1.0813333333333335,1.015,1.0463333333333333,0.9806666666666667,1.019,1.0030000000000001,0.9673333333333333,1.0416666666666667,0.9956666666666666,0.9493333333333334,0.9063333333333333
46,Walker Buehler,621111,19374,BOS,MLB,30.7,0.183,0.075,0.075,0.06,0.242,0.244,0.326,0.047,3.909,0.01,1.0286666666666666,0.9656666666666667,0.8753333333333333,1.1363333333333334,1.0366666666666666,1.0190000000000001,1.0753333333333333,0.992,0.9666666666666667,1.0313333333333332,1.0026666666666666,0.9673333333333333,1.0206666666666666,1.0176666666666667,0.9393333333333334,0.9136666666666666
47,Richard Fitts,690916,30160,BOS,MLB,25.3,0.18,0.076,0.065,0.073,0.244,0.27,0.314,0.04,3.909,0.007,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
48,Sean Newcomb,656794,16943,BOS,MLB,31.8,0.244,0.153,0.08,0.073,0.244,0.24,0.305,0.044,3.909,0.011,0.964,1.047,0.994,0.982,1.099,0.821,1.054,0.854,1.023,0.977,0.953,1.091,1.027,0.919,0.841,1.374
49,Aroldis Chapman,547973,10233,BOS,MLB,37.1,0.39,0.142,0.09,0.053,0.235,0.265,0.352,0.041,3.909,0.007,0.989,0.99,0.9866666666666667,1.0173333333333334,1.1433333333333333,0.6423333333333333,1.0336666666666667,0.9096666666666666,1.013,0.9916666666666666,0.9806666666666667,1.024,0.988,1.039,0.7983333333333333,1.5443333333333333
50,Justin Slaten,686580,25648,BOS,MLB,27.6,0.247,0.05,0.058,0.064,0.247,0.244,0.337,0.044,3.909,0.006,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
51,Garrett Whitlock,676477,20191,BOS,MLB,28.8,0.237,0.052,0.077,0.066,0.244,0.241,0.33,0.042,3.909,0.008,1.0403333333333333,0.9426666666666667,0.9703333333333334,1.0316666666666667,0.996,1.062,0.973,1.0993333333333333,1.0156666666666667,0.977,1.038,0.9253333333333333,0.9453333333333334,1.1043333333333334,0.987,0.867
52,Greg Weissert,669711,20375,BOS,MLB,30.2,0.231,0.069,0.068,0.059,0.244,0.265,0.327,0.043,3.909,0.015,0.9866666666666666,1.019,0.8956666666666667,1.1376666666666666,0.9163333333333333,1.1963333333333335,1.077,0.946,0.9703333333333333,1.04,1.049,0.8979999999999999,0.973,1.0773333333333333,0.9576666666666667,0.91
53,Justin Wilson,458677,4301,BOS,MLB,37.7,0.234,0.075,0.089,0.058,0.238,0.255,0.306,0.049,3.909,0.006,0.984,1.0196666666666667,1.0643333333333334,0.8883333333333333,1.0566666666666666,0.8929999999999999,1.0143333333333333,0.932,0.9506666666666667,1.0723333333333334,0.9916666666666666,1.0296666666666667,1.014,0.9513333333333334,1.0176666666666667,1.0813333333333333
54,Brennan Bernardino,657514,16835,BOS,MLB,33.2,0.263,0.076,0.075,0.065,0.245,0.205,0.345,0.048,3.909,0.025,0.956,1.0546666666666666,1.0826666666666667,0.8873333333333333,1.1066666666666667,0.834,1.0306666666666666,0.9086666666666666,1.0803333333333334,0.91,0.9193333333333333,1.1173333333333333,1.0246666666666666,0.9383333333333334,0.856,1.2930000000000001
55,Zack Kelly,677161,20349,BOS,MLB,30.1,0.226,0.098,0.087,0.057,0.233,0.248,0.349,0.047,3.909,0.016,1.04,0.9476666666666667,0.869,1.16,1.015,1.038,1.1833333333333333,0.8466666666666667,0.9543333333333334,1.052,1.025,0.943,0.965,1.077,0.9936666666666666,0.8596666666666667
56,Cooper Criswell,681867,24975,BOS,MLB,28.7,0.171,0.07,0.071,0.064,0.246,0.227,0.353,0.041,3.909,0.022,1.0343333333333333,0.9553333333333334,0.8496666666666667,1.179,1.0336666666666667,1.0163333333333333,0.9793333333333333,1.088,0.9793333333333333,1.022,1.017,0.9526666666666667,0.9946666666666667,1.0416666666666665,1.014,0.8363333333333333
57,Brayan Bello,678394,23920,BOS,MLB,25.9,0.208,0.082,0.075,0.061,0.242,0.192,0.401,0.042,4.0,0.011,1.0776666666666666,0.9133333333333333,0.89,1.128,0.994,1.058,1.0043333333333333,1.0563333333333333,0.992,1.0083333333333333,1.0426666666666666,0.9299999999999999,0.9183333333333333,1.1126666666666667,1.0113333333333334,0.8476666666666667
58,Kutter Crawford,676710,20531,BOS,MLB,29.0,0.239,0.072,0.085,0.066,0.239,0.322,0.254,0.043,3.763,0.009,1.0086666666666666,0.9843333333333333,0.885,1.1343333333333334,1.0096666666666667,1.0443333333333333,0.9556666666666666,1.1123333333333334,1.0096666666666667,0.9876666666666666,1.048,0.9183333333333333,0.973,1.0656666666666665,0.939,0.9216666666666666
59,Lucas Giolito,608337,15474,BOS,MLB,30.8,0.264,0.081,0.082,0.065,0.245,0.282,0.272,0.043,4.192,0.007,0.9969999999999999,1.0006666666666666,0.8846666666666667,1.1456666666666666,1.015,1.0376666666666667,1.063,0.9783333333333333,1.0003333333333333,0.9946666666666666,1.0383333333333333,0.9209999999999999,0.955,1.0979999999999999,0.9233333333333333,0.9546666666666666
60,Liam Hendriks,521230,3548,BOS,MLB,36.2,0.387,0.042,0.087,0.06,0.236,0.321,0.274,0.043,4.023,0.005,0.993,1.0023333333333333,1.0256666666666667,0.9786666666666667,1.0213333333333334,1.0306666666666666,0.9493333333333333,1.1239999999999999,0.992,1.0073333333333332,1.041,0.9239999999999999,0.9673333333333334,1.0743333333333334,1.001,0.851
61,Quinn Priester,682990,25977,BOS,MLB,24.6,0.152,0.09,0.071,0.064,0.248,0.168,0.398,0.042,3.627,0.011,1.1183333333333332,0.871,0.8216666666666667,1.1986666666666668,0.9043333333333333,1.1473333333333333,1.0779999999999998,0.9843333333333333,0.9903333333333333,1.0096666666666665,1.0063333333333333,0.964,0.9653333333333334,1.07,1.16,0.6996666666666667
62,Josh Winckowski,670174,22387,BOS,MLB,26.8,0.184,0.076,0.077,0.059,0.243,0.198,0.381,0.045,3.723,0.007,0.9949999999999999,1.001,0.941,1.0736666666666665,0.9886666666666667,1.0703333333333334,1.038,1.018,0.9773333333333333,1.0246666666666666,1.032,0.9339999999999999,0.9596666666666667,1.0846666666666667,0.9936666666666666,0.8593333333333333
63,Hunter Dobbins,690928,sa3018275,BOS,MLB,25.6,0.232,0.086,0.059,0.053,0.27,0.218,0.304,0.042,3.909,0.012,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
64,Luis Perales,691384,sa3014677,BOS,MLB,22.0,0.295,0.11,0.08,0.063,0.243,0.258,0.313,0.043,3.909,0.01,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
65,Luis S. Guerrero,692285,31184,BOS,MLB,24.7,0.288,0.114,0.061,0.075,0.242,0.32,0.264,0.043,3.909,0.027,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
66,Sean Burke,680732,29878,CWS,MLB,25.3,0.224,0.074,0.097,0.056,0.242,0.273,0.273,0.047,3.909,0.011,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
67,Jonathan Cannon,686563,31730,CWS,MLB,24.7,0.176,0.082,0.077,0.063,0.244,0.283,0.294,0.041,3.909,0.012,1.0386666666666666,0.956,1.0053333333333334,1.0173333333333334,0.923,1.116,0.989,1.0683333333333334,0.9613333333333334,1.0346666666666666,1.0543333333333333,0.9233333333333333,1.0093333333333334,1.0286666666666666,0.955,0.8983333333333333
68,Davis Martin,663436,21448,CWS,MLB,28.3,0.19,0.1,0.079,0.066,0.245,0.269,0.295,0.042,3.909,0.015,1.012,0.9806666666666667,0.9466666666666667,1.071,1.0233333333333334,1.0306666666666666,1.0619999999999998,1.002,0.94,1.0573333333333332,0.9926666666666667,0.977,1.0526666666666666,0.9863333333333333,0.9366666666666666,0.9176666666666666
69,Martin Perez,527048,6902,CWS,MLB,34.0,0.171,0.082,0.073,0.062,0.245,0.232,0.339,0.045,3.909,0.01,0.98,1.0153333333333332,1.0316666666666667,0.8443333333333334,1.0986666666666667,0.756,1.0526666666666666,0.8396666666666667,1.0276666666666665,0.938,0.9536666666666667,1.1176666666666666,1.03,0.8996666666666667,0.8173333333333334,1.542
70,Shane Smith,681343,31687,CWS,MLB,25.0,0.257,0.088,0.099,0.038,0.253,0.099,0.486,0.035,3.909,0.023,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
71,Mike Clevinger,605182,12808,CWS,MLB,34.3,0.2,0.079,0.083,0.064,0.239,0.33,0.247,0.044,3.909,0.017,1.003,0.9893333333333333,0.8993333333333333,1.1163333333333334,0.9626666666666667,1.0896666666666668,0.9706666666666666,1.0896666666666666,1.0056666666666667,0.9946666666666666,1.0536666666666668,0.9176666666666666,0.967,1.0686666666666667,1.022,0.8353333333333333
72,Fraser Ellard,686642,29530,CWS,MLB,27.4,0.243,0.085,0.073,0.05,0.249,0.274,0.324,0.04,3.909,0.021,0.964,1.047,0.994,0.982,1.099,0.821,1.054,0.854,1.023,0.977,0.953,1.091,1.027,0.919,0.841,1.374
73,Jordan Leasure,673929,29950,CWS,MLB,26.7,0.238,0.096,0.079,0.072,0.238,0.291,0.287,0.042,3.909,0.008,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
74,Cam Booser,592155,16061,CWS,MLB,32.9,0.245,0.08,0.083,0.06,0.241,0.334,0.241,0.044,3.909,0.003,0.964,1.047,0.994,0.982,1.099,0.821,1.054,0.854,1.023,0.977,0.953,1.091,1.027,0.919,0.841,1.374
75,Bryse Wilson,669060,19990,CWS,MLB,27.3,0.192,0.072,0.083,0.07,0.246,0.252,0.288,0.044,3.909,0.009,1.0196666666666665,0.972,0.8193333333333334,1.216,0.9683333333333334,1.095,0.9963333333333333,1.069,0.9686666666666667,1.0353333333333332,1.041,0.9229999999999999,0.9943333333333333,1.042,1.0353333333333332,0.8079999999999999
76,Penn Murfee,682171,25174,CWS,MLB,31.0,0.27,0.073,0.063,0.066,0.24,0.316,0.263,0.05,3.909,0.016,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
77,Brandon Eisert,685126,27668,CWS,MLB,27.2,0.257,0.086,0.095,0.055,0.238,0.215,0.378,0.04,3.909,0.007,0.964,1.047,0.994,0.982,1.099,0.821,1.054,0.854,1.023,0.977,0.953,1.091,1.027,0.919,0.841,1.374
78,Mike Vasil,678024,30105,CWS,MLB,25.1,0.198,0.092,0.072,0.055,0.24,0.239,0.376,0.043,3.909,0.013,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
79,Tyler Gilbert,656457,17964,CWS,MLB,31.3,0.165,0.07,0.085,0.07,0.244,0.272,0.277,0.042,3.825,0.01,0.964,1.047,0.994,0.982,1.099,0.821,1.054,0.854,1.023,0.977,0.953,1.091,1.027,0.919,0.841,1.374
80,Jairo Iriarte,683568,26907,CWS,MLB,23.3,0.226,0.1,0.107,0.038,0.261,0.158,0.329,0.048,3.909,0.029,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
81,Nick Nastrini,680897,29833,CWS,MLB,25.1,0.204,0.123,0.095,0.066,0.236,0.308,0.266,0.042,4.167,0.012,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
82,Wilkelman Gonzalez,682790,sa3008687,CWS,MLB,23.0,0.218,0.114,0.08,0.063,0.243,0.258,0.313,0.043,3.909,0.022,1.021,0.968,0.896,1.129,1.02,1.06,1.021,1.071,0.981,1.019,1.016,0.94,0.995,1.059,0.964,0.821
83,Jared Shuster,694363,27472,CWS,MLB,26.7,0.156,0.107,0.076,0.064,0.244,0.303,0.261,0.046,4.0,0.002,0.951,1.0873333333333333,1.0386666666666666,0.8926666666666666,1.0496666666666665,0.9166666666666666,1.0563333333333333,0.8576666666666667,1.0013333333333332,1.0156666666666667,0.95,1.1023333333333334,1.058,0.8573333333333334,0.8026666666666666,1.4516666666666667
