,Player,SAVID,FGID,Team,Level,Age,K%,BB%,Brl%,Solid%,Flare%,Under%,Topped%,Weak%,BrlHR,Brl3B,Brl2B,Brl1B,BrlBABIP,BrlOut,SolidHR,Solid3B,Solid2B,Solid1B,SolidBABIP,SolidOut,FlareHR,Flare3B,Flare2B,Flare1B,FlareBABIP,FlareOut,UnderHR,Under3B,Under2B,Under1B,UnderBABIP,UnderOut,ToppedHR,Topped3B,Topped2B,Topped1B,ToppedBABIP,ToppedOut,WeakHR,Weak3B,Weak2B,Weak1B,WeakBABIP,WeakOut,SBAtt%,SBSuccess%,PPA,HBPRate,SplitK_R,SplitK_L,SplitBB_R,SplitBB_L,SplitBrl_R,SplitBrl_L,SplitSolid_R,SplitSolid_L,SplitFlare_R,SplitFlare_L,SplitTopped_R,SplitTopped_L,SplitUnder_R,SplitUnder_L,SplitWeak_R,SplitWeak_L
108,Alex Binelas,681323,sa3017044,BOS,AAA,24.9,0.273,0.096,0.085,0.052,0.264,0.205,0.318,0.075,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.15362899628252788,0.875,3.909048103235316,0.0059931506849315065,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
109,Tyler Miller,682011,sa3017109,BOS,AA,25.3,0.236,0.054,0.053,0.046,0.284,0.208,0.317,0.092,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.05575505617977528,0.743103448275862,3.909048103235316,0.010212765957446808,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
110,Drew Ehrhard,679602,sa3022748,BOS,AA,26.2,0.24,0.075,0.06,0.04,0.25,0.25,0.35,0.05,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.099,0.8,3.909048103235316,0.011704645213287564,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
111,Vaughn Grissom,687093,26031,BOS,AAA,24.3,0.201,0.046,0.073,0.036,0.269,0.196,0.369,0.056,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.014,0.076,0.574,0.664,0.33599999999999997,0.005,0.002,0.025,0.041,0.073,0.927,0.0,0.0,0.026,0.166,0.192,0.808,0.0,0.0,0.0,0.143,0.143,0.857,0.11002556390977443,0.8328125,3.7822349570200573,0.02830188679245283,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
112,Max Ferguson,681132,sa3016819,BOS,AAA,25.6,0.28,0.103,0.057,0.046,0.271,0.218,0.311,0.096,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.2198,0.8375,3.909048103235316,0.010123734533183352,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
113,Tyler McDonough,694812,sa3016869,BOS,AAA,26.0,0.29,0.075,0.044,0.042,0.288,0.188,0.356,0.082,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.17980000000000002,0.7727272727272727,3.909048103235316,0.008988764044943821,0.968,0.964,1.129,0.994,1.06,1.099,1.071,1.054,1.019,1.023,0.94,0.952,1.06,1.028,0.821,0.841
114,Abraham Toro,647351,19844,BOS,AAA,28.3,0.174,0.055,0.066,0.052,0.221,0.302,0.316,0.043,0.44,0.036,0.246,0.0,0.721,0.279,0.076,0.016,0.218,0.114,0.424,0.5760000000000001,0.0,0.005,0.097,0.555,0.657,0.34299999999999997,0.007,0.002,0.027,0.032,0.068,0.9319999999999999,0.0,0.0,0.009,0.145,0.154,0.846,0.0,0.0,0.002,0.163,0.165,0.835,0.061905263157894734,0.7294117647058824,3.838771593090211,0.013797240551889621,0.9984999999999999,0.9470000000000001,1.0655000000000001,0.9944999999999999,1.077,0.9359999999999999,1.0875,0.9015,1.04,0.938,0.937,1.0554999999999999,1.0195,1.0390000000000001,0.956,0.8105
115,Nathan Eaton,681987,25055,BOS,AAA,28.3,0.289,0.089,0.043,0.063,0.243,0.314,0.285,0.052,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.29831851851851854,0.836986301369863,3.859550561797753,0.01259748050389922,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
116,Blaze Jordan,691458,sa3014537,BOS,AA,22.3,0.19,0.043,0.085,0.052,0.274,0.19,0.332,0.067,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.044042424242424244,0.8,3.909048103235316,0.012536873156342183,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
117,Karson Simas,689302,sa3011739,BOS,AA,23.8,0.284,0.057,0.038,0.04,0.264,0.194,0.382,0.082,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.2198,0.7625,3.909048103235316,0.022566995768688293,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
118,Nick Sogard,686765,25483,BOS,AAA,27.6,0.22,0.097,0.059,0.063,0.261,0.268,0.301,0.049,0.44,0.0,0.14,0.0,0.685,0.31499999999999995,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.148,0.148,0.852,0.0,0.0,0.0,0.209,0.209,0.791,0.1125536231884058,0.746875,4.046511627906977,0.009696969696969697,0.968,0.964,1.129,0.994,1.06,1.099,1.071,1.054,1.019,1.023,0.94,0.952,1.06,1.028,0.821,0.841
119,Marcelo Mayer,691785,sa3017114,BOS,AAA,22.3,0.252,0.09,0.094,0.055,0.271,0.181,0.343,0.055,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.1332328358208955,0.7859375,3.909048103235316,0.0066985645933014355,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
120,Mikey Romero,702540,sa3020216,BOS,AA,21.2,0.249,0.042,0.092,0.053,0.282,0.207,0.284,0.082,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.031228571428571425,0.575,3.909048103235316,0.011704645213287564,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
121,Roman Anthony,701350,sa3020211,BOS,AAA,20.9,0.251,0.124,0.079,0.071,0.225,0.217,0.336,0.072,0.57,0.0,0.2,0.0,0.72,0.28,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.13408571428571428,0.7336538461538462,3.909048103235316,0.008492569002123142,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
122,Trayce Thompson,572204,9952,BOS,AAA,34.1,0.452,0.134,0.15,0.077,0.238,0.27,0.238,0.028,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.005,0.102,0.551,0.658,0.34199999999999997,0.005,0.002,0.03,0.041,0.078,0.922,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.14780000000000001,0.7921052631578948,4.47427293064877,0.011088011088011088,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
123,Phillip Sikes,689651,sa3017113,BOS,AAA,25.9,0.287,0.078,0.077,0.054,0.292,0.235,0.234,0.108,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.2445933884297521,0.8,3.909048103235316,0.026223776223776224,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
124,Corey Rosier,681468,sa3016961,BOS,AAA,25.6,0.244,0.081,0.052,0.044,0.229,0.253,0.364,0.057,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.2934842105263158,0.8415662650602409,3.909048103235316,0.013344453711426188,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
125,Jhostynxon Garcia,691373,sa3015523,BOS,AA,22.3,0.248,0.065,0.101,0.056,0.287,0.213,0.258,0.085,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.18675652173913043,0.7571428571428571,3.909048103235316,0.022727272727272728,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
126,Allan Castro,691369,sa3016084,BOS,AA,21.9,0.246,0.108,0.09,0.054,0.274,0.183,0.34,0.059,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.15282540415704388,0.7816326530612245,3.909048103235316,0.012008733624454149,0.968,0.964,1.129,0.994,1.06,1.099,1.071,1.054,1.019,1.023,0.94,0.952,1.06,1.028,0.821,0.841
127,Nick Maton,665155,21635,CWS,MLB,28.1,0.247,0.125,0.077,0.044,0.229,0.337,0.258,0.055,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.092,0.571,0.67,0.32999999999999996,0.008,0.002,0.027,0.038,0.075,0.925,0.0,0.003,0.025,0.089,0.117,0.883,0.0,0.0,0.0,0.205,0.205,0.795,0.03201374045801527,0.575,4.246284501061571,0.016415868673050615,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
128,Luis Robert,673357,20043,CWS,MLB,27.7,0.314,0.054,0.122,0.055,0.239,0.265,0.278,0.041,0.487,0.019,0.222,0.024,0.752,0.248,0.076,0.016,0.22,0.119,0.431,0.569,0.0,0.005,0.101,0.559,0.665,0.33499999999999996,0.009,0.002,0.032,0.034,0.077,0.923,0.0,0.0,0.028,0.155,0.183,0.817,0.0,0.0,0.002,0.238,0.24,0.76,0.21391764705882352,0.8136363636363637,3.838771593090211,0.016639828234031134,1.0085,0.9884999999999999,0.892,1.193,0.984,1.145,1.025,0.9745,0.9735,1.0745,1.025,0.9115,1.0030000000000001,0.9884999999999999,1.016,0.794
129,Andrew Benintendi,643217,17901,CWS,MLB,30.8,0.169,0.077,0.054,0.063,0.259,0.296,0.291,0.037,0.333,0.017,0.246,0.041,0.636,0.364,0.087,0.016,0.219,0.103,0.425,0.575,0.0,0.005,0.095,0.566,0.666,0.33399999999999996,0.006,0.003,0.031,0.029,0.069,0.931,0.0,0.0,0.015,0.152,0.167,0.833,0.0,0.0,0.002,0.195,0.197,0.8029999999999999,0.047969014084507045,0.8,3.816793893129771,0.004651162790697674,0.9735,1.0539999999999998,1.0855000000000001,0.931,1.05,0.8525,1.011,0.998,1.0125,0.98,0.954,1.0935000000000001,1.053,0.8935,0.8505,1.3605
130,Andrew Vaughn,683734,26197,CWS,MLB,27.0,0.21,0.06,0.091,0.076,0.226,0.274,0.306,0.027,0.459,0.009,0.156,0.013,0.637,0.363,0.071,0.021,0.232,0.117,0.441,0.5589999999999999,0.0,0.006,0.099,0.555,0.66,0.33999999999999997,0.006,0.003,0.026,0.028,0.063,0.937,0.0,0.0,0.012,0.156,0.168,0.832,0.0,0.0,0.002,0.139,0.141,0.859,0.028995402298850576,0.95,3.7243947858473,0.01529051987767584,1.041,0.8895,0.8995,1.1444999999999999,0.997,1.0859999999999999,1.0234999999999999,0.9895,0.9909999999999999,1.0105,1.0194999999999999,0.942,0.974,1.0775000000000001,1.0495,0.7264999999999999
131,Miguel Vargas,678246,20178,CWS,MLB,25.4,0.221,0.117,0.05,0.06,0.2,0.376,0.272,0.041,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.01,0.094,0.533,0.637,0.363,0.005,0.002,0.032,0.025,0.064,0.9359999999999999,0.0,0.0,0.011,0.113,0.124,0.876,0.0,0.0,0.0,0.141,0.141,0.859,0.11305153374233129,0.7227272727272728,4.098360655737705,0.014234875444839857,1.0635,0.883,0.9744999999999999,0.9470000000000001,0.913,1.208,0.9135,1.1855,1.021,0.962,1.0085,0.9744999999999999,0.989,1.025,1.1875,0.585
132,Matt Thaiss,642136,19318,CWS,MLB,29.9,0.286,0.133,0.087,0.067,0.227,0.243,0.321,0.055,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.005,0.087,0.587,0.679,0.32099999999999995,0.005,0.002,0.022,0.019,0.048,0.952,0.0,0.0,0.016,0.153,0.169,0.831,0.0,0.0,0.017,0.057,0.074,0.926,0.05535555555555556,0.95,4.048582995951417,0.013229571984435798,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
133,Lenyn Sosa,672820,22896,CWS,MLB,25.2,0.216,0.027,0.069,0.078,0.283,0.248,0.286,0.038,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.08,0.016,0.202,0.117,0.415,0.585,0.0,0.005,0.099,0.529,0.633,0.367,0.005,0.002,0.017,0.025,0.049,0.951,0.0,0.0,0.009,0.154,0.163,0.837,0.0,0.0,0.0,0.141,0.141,0.859,0.05896083916083916,0.6166666666666667,3.690036900369004,0.007606490872210953,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
134,Brooks Baldwin,681460,31394,CWS,MLB,24.6,0.254,0.045,0.08,0.055,0.298,0.193,0.3,0.072,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.172,0.172,0.8280000000000001,0.0,0.0,0.0,0.251,0.251,0.749,0.1908691823899371,0.7921052631578948,3.5891472868217056,0.0055617352614015575,0.968,0.964,1.129,0.994,1.06,1.099,1.071,1.054,1.019,1.023,0.94,0.952,1.06,1.028,0.821,0.841
135,Jacob Amaya,676070,23296,CWS,MLB,26.6,0.236,0.093,0.07,0.049,0.253,0.257,0.343,0.028,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.08936521739130435,0.8250000000000001,3.956989247311828,0.006100942872989462,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
136,Korey Lee,686676,25543,CWS,MLB,26.7,0.306,0.047,0.068,0.044,0.208,0.262,0.365,0.054,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.015,0.091,0.545,0.651,0.349,0.005,0.002,0.021,0.023,0.051,0.949,0.0,0.0,0.015,0.15,0.165,0.835,0.0,0.0,0.0,0.149,0.149,0.851,0.12485050505050506,0.715625,3.6983805668016196,0.0072992700729927005,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
137,Travis Jankowski,608671,13768,CWS,MLB,33.8,0.175,0.094,0.004,0.04,0.224,0.257,0.423,0.052,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.005,0.096,0.546,0.647,0.353,0.005,0.002,0.026,0.022,0.055,0.945,0.0,0.001,0.022,0.192,0.215,0.785,0.0,0.0,0.016,0.24,0.256,0.744,0.19058651685393257,0.8891891891891892,3.9215686274509802,0.010460251046025104,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
138,Austin Slater,596103,16153,CWS,MLB,32.3,0.283,0.108,0.066,0.063,0.292,0.186,0.337,0.056,0.464,0.032,0.214,0.015,0.725,0.275,0.069,0.016,0.207,0.118,0.41,0.5900000000000001,0.0,0.005,0.09,0.554,0.649,0.351,0.005,0.002,0.04,0.041,0.088,0.912,0.0,0.0,0.005,0.136,0.141,0.859,0.0,0.0,0.002,0.303,0.305,0.6950000000000001,0.1165032967032967,0.715625,4.040404040404041,0.018357487922705314,1.1219999999999999,0.917,0.9450000000000001,0.9984999999999999,0.946,1.0819999999999999,1.1059999999999999,0.9790000000000001,1.0165,0.998,0.9874999999999999,0.986,0.9275,1.0485,1.1480000000000001,0.8365
139,Michael A. Taylor,572191,11489,CWS,MLB,34.0,0.356,0.069,0.125,0.042,0.227,0.249,0.278,0.079,0.454,0.019,0.183,0.0,0.655,0.345,0.098,0.017,0.206,0.107,0.428,0.5720000000000001,0.0,0.009,0.085,0.57,0.664,0.33599999999999997,0.006,0.002,0.022,0.034,0.064,0.9359999999999999,0.0,0.0,0.014,0.177,0.191,0.8089999999999999,0.0,0.0,0.011,0.251,0.262,0.738,0.19252727272727274,0.8774193548387097,4.0241448692152915,0.006594724220623501,1.007,0.9904999999999999,0.9175,1.0675,0.9695,1.146,1.0474999999999999,0.9395,0.9755,1.0474999999999999,1.0145,0.96,1.002,0.9995,1.013,0.8474999999999999
140,Bryan Ramos,682868,25621,CWS,MLB,23.1,0.219,0.117,0.077,0.074,0.25,0.238,0.315,0.047,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.178,0.178,0.8220000000000001,0.0,0.0,0.0,0.191,0.191,0.8089999999999999,0.0998,0.65,3.8703703703703702,0.024705882352941175,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
141,Josh Rojas,668942,19734,CWS,MLB,30.8,0.229,0.088,0.052,0.071,0.265,0.291,0.275,0.046,0.457,0.0,0.251,0.0,0.708,0.29200000000000004,0.071,0.017,0.225,0.103,0.416,0.5840000000000001,0.0,0.005,0.093,0.567,0.665,0.33499999999999996,0.007,0.007,0.034,0.027,0.075,0.925,0.0,0.0,0.025,0.17,0.195,0.8049999999999999,0.0,0.0,0.007,0.175,0.182,0.8180000000000001,0.1372825174825175,0.8428571428571429,4.056795131845842,0.0036726128016789086,0.9445,1.1695,1.058,1.016,1.0535,0.8089999999999999,1.0575,0.8325,1.0259999999999998,0.917,0.9535,1.1175,1.0425,0.905,0.7929999999999999,1.694
142,Mike Tauchman,643565,15274,CWS,MLB,34.4,0.216,0.135,0.068,0.054,0.27,0.261,0.315,0.033,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.065,0.016,0.203,0.101,0.385,0.615,0.0,0.005,0.091,0.564,0.66,0.33999999999999997,0.005,0.003,0.028,0.025,0.061,0.9390000000000001,0.0,0.0,0.028,0.16,0.188,0.812,0.0,0.0,0.066,0.212,0.278,0.722,0.0823,0.83,4.434589800443459,0.013043478260869565,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
143,Kyle Teel,691019,sa3022886,CWS,AAA,23.1,0.245,0.11,0.079,0.055,0.3,0.185,0.315,0.067,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.09411693989071039,0.7625,3.909048103235316,0.009191176470588236,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
144,Edgar Quero,700337,sa3015239,CWS,AAA,22.0,0.212,0.104,0.086,0.052,0.277,0.171,0.362,0.052,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.03131079136690648,0.5,3.909048103235316,0.0324459234608985,0.968,0.964,1.129,0.994,1.06,1.099,1.071,1.054,1.019,1.023,0.94,0.952,1.06,1.028,0.821,0.841
145,Adam Hackenberg,680753,sa3017041,CWS,AA,25.6,0.321,0.089,0.039,0.042,0.295,0.186,0.356,0.083,0.44,0.0,0.14,0.0,0.685,0.31499999999999995,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.06631162790697674,0.7625,3.909048103235316,0.026732673267326732,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
146,Colby Smelley,702457,sa3017797,CWS,AA,25.1,0.262,0.074,0.041,0.043,0.298,0.191,0.34,0.086,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.0198,0.8,3.909048103235316,0.03471295060080107,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
147,Tim Elko,671284,sa3020188,CWS,AAA,26.3,0.306,0.052,0.096,0.057,0.279,0.192,0.338,0.038,0.57,0.0,0.2,0.0,0.72,0.28,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.03757777777777778,0.65,3.909048103235316,0.0103359173126615,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
148,Bobby Dalbec,666915,19966,CWS,AAA,29.8,0.486,0.082,0.145,0.057,0.218,0.275,0.268,0.038,0.41,0.027,0.212,0.039,0.689,0.31100000000000005,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.005,0.088,0.544,0.637,0.363,0.009,0.014,0.02,0.032,0.075,0.925,0.0,0.0,0.005,0.143,0.148,0.852,0.0,0.0,0.0,0.191,0.191,0.8089999999999999,0.13635629139072847,0.8375,4.246284501061571,0.013720316622691292,1.0065,0.9884999999999999,0.911,1.057,0.9225,1.1975,0.977,1.0835,0.9924999999999999,1.008,1.0305,0.937,1.0375,0.944,0.9430000000000001,0.9864999999999999
149,Andre Lipcius,686531,25822,CWS,AAA,26.9,0.222,0.094,0.069,0.067,0.255,0.29,0.279,0.039,0.44,0.0,0.14,0.0,0.685,0.31499999999999995,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.08466486486486487,0.715625,3.909048103235316,0.005646817248459959,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
