,Player,SAVID,FGID,Team,Level,Age,K%,BB%,Brl%,Solid%,Flare%,Under%,Topped%,Weak%,BrlHR,Brl3B,Brl2B,Brl1B,BrlBABIP,BrlOut,SolidHR,Solid3B,Solid2B,Solid1B,SolidBABIP,SolidOut,FlareHR,Flare3B,Flare2B,Flare1B,FlareBABIP,FlareOut,UnderHR,Under3B,Under2B,Under1B,UnderBABIP,UnderOut,ToppedHR,Topped3B,Topped2B,Topped1B,ToppedBABIP,ToppedOut,WeakHR,Weak3B,Weak2B,Weak1B,WeakBABIP,WeakOut,SBAtt%,SBSuccess%,PPA,HBPRate,SplitK_R,SplitK_L,SplitBB_R,SplitBB_L,SplitBrl_R,SplitBrl_L,SplitSolid_R,SplitSolid_L,SplitFlare_R,SplitFlare_L,SplitTopped_R,SplitTopped_L,SplitUnder_R,SplitUnder_L,SplitWeak_R,SplitWeak_L
0,Taylor Ward,621493,17548,LAA,MLB,31.3,0.232,0.095,0.118,0.064,0.231,0.289,0.277,0.021,0.457,0.027,0.216,0.006,0.706,0.29400000000000004,0.069,0.016,0.207,0.115,0.407,0.593,0.0,0.005,0.096,0.566,0.667,0.33299999999999996,0.006,0.002,0.025,0.032,0.065,0.935,0.0,0.0,0.018,0.16,0.178,0.8220000000000001,0.0,0.0,0.002,0.185,0.187,0.813,0.07238215962441315,0.6736842105263158,4.0,0.013785790031813362,1.04,0.8965,0.9415,1.0150000000000001,1.034,0.9855,1.0605,0.8935,0.961,1.0905,0.9964999999999999,1.006,1.018,0.9550000000000001,0.9339999999999999,1.049
1,Nolan Schanuel,694384,33189,LAA,MLB,23.1,0.167,0.115,0.044,0.044,0.299,0.224,0.348,0.041,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.005,0.087,0.571,0.663,0.33699999999999997,0.005,0.002,0.026,0.025,0.058,0.942,0.0,0.0,0.008,0.141,0.149,0.851,0.0,0.0,0.002,0.115,0.117,0.883,0.08731054852320674,0.8250000000000001,3.861003861003861,0.01589242053789731,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
2,Mike Trout,545361,10155,LAA,MLB,33.7,0.272,0.118,0.161,0.064,0.244,0.291,0.192,0.047,0.605,0.038,0.147,0.002,0.792,0.20799999999999996,0.075,0.016,0.213,0.12,0.424,0.5760000000000001,0.0,0.007,0.097,0.547,0.651,0.349,0.005,0.004,0.03,0.034,0.073,0.927,0.0,0.0,0.015,0.177,0.192,0.808,0.0,0.001,0.002,0.222,0.225,0.775,0.11175402298850574,0.8136363636363637,4.3383947939262475,0.018404907975460124,1.0265,0.935,0.9245,1.0645,1.0645,0.8975,1.0659999999999998,0.8725,0.9595,1.0985,0.97,1.081,1.006,0.9864999999999999,0.9275,1.073
3,Jorge Soler,624585,14221,LAA,MLB,33.1,0.252,0.114,0.138,0.077,0.215,0.275,0.256,0.039,0.523,0.0,0.199,0.028,0.749,0.251,0.082,0.016,0.229,0.125,0.452,0.548,0.0,0.007,0.091,0.55,0.648,0.352,0.006,0.002,0.024,0.026,0.058,0.942,0.0,0.0,0.012,0.117,0.129,0.871,0.0,0.0,0.002,0.129,0.131,0.869,0.027840201005025128,0.95,4.149377593360996,0.011280039234919078,1.016,0.966,0.914,1.0979999999999999,0.9505,1.2315,0.9884999999999999,1.0945,1.0095,0.9535,1.044,0.864,0.9764999999999999,1.074,1.0154999999999998,0.8175
4,Yoan Moncada,660162,17232,LAA,MLB,29.9,0.294,0.067,0.088,0.068,0.261,0.239,0.315,0.029,0.377,0.004,0.321,0.042,0.744,0.256,0.079,0.016,0.225,0.118,0.438,0.562,0.0,0.007,0.098,0.567,0.672,0.32799999999999996,0.005,0.004,0.033,0.028,0.07,0.9299999999999999,0.0,0.0,0.021,0.141,0.162,0.838,0.0,0.0,0.027,0.131,0.158,0.842,0.06551428571428572,0.8,3.9292730844793713,0.011553273427471117,0.963,1.0545,1.081,0.9395,1.0625,0.929,1.049,0.9775,1.004,1.0314999999999999,0.9484999999999999,1.057,1.0630000000000002,0.8915,0.843,1.173
5,Logan O'Hoppe,681351,24729,LAA,MLB,25.2,0.283,0.064,0.131,0.067,0.249,0.248,0.272,0.033,0.524,0.0,0.133,0.04,0.698,0.30200000000000005,0.065,0.024,0.198,0.147,0.434,0.5660000000000001,0.0,0.005,0.086,0.556,0.647,0.353,0.007,0.002,0.032,0.027,0.068,0.9319999999999999,0.0,0.0,0.005,0.156,0.161,0.839,0.0,0.0,0.0,0.141,0.141,0.859,0.057133333333333335,0.48125,3.787878787878788,0.01939924906132666,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
6,Luis Rengifo,650859,19858,LAA,MLB,28.1,0.16,0.071,0.044,0.052,0.262,0.228,0.387,0.027,0.626,0.005,0.11,0.0,0.741,0.259,0.072,0.023,0.229,0.102,0.426,0.5740000000000001,0.0,0.008,0.09,0.562,0.66,0.33999999999999997,0.007,0.002,0.027,0.036,0.072,0.928,0.0,0.002,0.015,0.173,0.19,0.81,0.0,0.0,0.009,0.133,0.142,0.858,0.2583964912280702,0.7625,3.616636528028933,0.011758118701007838,1.0015,0.9375,1.0899999999999999,0.933,0.9345000000000001,1.2814999999999999,1.0145,1.078,1.021,0.984,0.9854999999999999,0.938,1.026,1.0234999999999999,0.8965,0.955
7,Jo Adell,666176,20220,LAA,MLB,26.0,0.294,0.075,0.102,0.057,0.207,0.273,0.314,0.048,0.523,0.011,0.201,0.0,0.736,0.264,0.069,0.029,0.232,0.131,0.461,0.5389999999999999,0.0,0.018,0.099,0.556,0.673,0.32699999999999996,0.005,0.002,0.02,0.033,0.06,0.94,0.0,0.0,0.015,0.151,0.166,0.834,0.0,0.0,0.002,0.199,0.201,0.7989999999999999,0.2598,0.7425531914893617,4.065040650406504,0.01566871852266368,1.036,0.9199999999999999,1.022,0.8195,0.9615,1.149,1.0219999999999998,1.0030000000000001,0.978,1.0375,1.0295,0.9305,0.983,1.041,1.0135,0.856
8,Kevin Newman,621028,17696,LAA,MLB,31.7,0.145,0.054,0.018,0.037,0.287,0.252,0.352,0.054,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.068,0.021,0.244,0.097,0.43,0.5700000000000001,0.0,0.006,0.107,0.538,0.651,0.349,0.007,0.003,0.026,0.026,0.062,0.938,0.0,0.0,0.011,0.144,0.155,0.845,0.0,0.0,0.002,0.196,0.198,0.802,0.12064033613445378,0.86,3.51493848857645,0.006297229219143577,1.067,0.8825000000000001,0.9564999999999999,0.982,0.738,1.5055,0.9295,1.1625,0.9864999999999999,1.0179999999999998,1.031,0.9359999999999999,0.9784999999999999,1.0434999999999999,1.0625,0.7855
9,Travis d'Arnaud,518595,7739,LAA,MLB,36.2,0.261,0.071,0.102,0.078,0.221,0.217,0.348,0.033,0.525,0.0,0.212,0.0,0.737,0.263,0.083,0.021,0.219,0.118,0.441,0.5589999999999999,0.0,0.005,0.108,0.542,0.655,0.345,0.006,0.002,0.034,0.025,0.067,0.933,0.0,0.0,0.011,0.139,0.15,0.85,0.0,0.0,0.002,0.082,0.084,0.916,0.028221052631578945,0.95,3.9447731755424065,0.01897810218978102,1.029,0.9179999999999999,0.885,1.2165,1.0005,1.0825,1.043,0.913,0.9735,1.0699999999999998,0.994,1.0225,1.029,0.8995,0.9844999999999999,0.9115
10,Nicky Lopez,670032,19339,LAA,MLB,30.1,0.151,0.089,0.014,0.033,0.241,0.223,0.428,0.061,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.024,0.223,0.105,0.43,0.5700000000000001,0.0,0.007,0.085,0.571,0.663,0.33699999999999997,0.005,0.005,0.031,0.03,0.071,0.929,0.0,0.001,0.015,0.177,0.193,0.8069999999999999,0.0,0.0,0.012,0.109,0.121,0.879,0.10238064516129032,0.6615384615384616,3.676470588235294,0.010727056019070322,0.99,1.003,1.1179999999999999,0.8,1.0550000000000002,0.825,1.0765,0.7869999999999999,1.009,0.9904999999999999,0.9664999999999999,1.059,1.0425,0.917,0.887,1.268
11,Tim Anderson,641313,15172,LAA,MLB,31.8,0.251,0.043,0.024,0.056,0.291,0.151,0.442,0.035,0.352,0.0,0.262,0.046,0.659,0.34099999999999997,0.065,0.016,0.217,0.113,0.411,0.589,0.0,0.007,0.084,0.57,0.661,0.33899999999999997,0.005,0.004,0.041,0.028,0.078,0.922,0.0,0.002,0.009,0.165,0.176,0.8240000000000001,0.0,0.0,0.025,0.2,0.225,0.775,0.13408571428571428,0.7833333333333333,3.8314176245210727,0.004920721705850191,1.0145,0.9695,0.948,0.9974999999999999,0.9984999999999999,1.0825,1.0274999999999999,0.9775,0.9929999999999999,1.004,1.012,0.9624999999999999,0.992,1.026,0.959,0.987
12,Kyren Paris,677347,26420,LAA,MLB,23.4,0.319,0.1,0.085,0.055,0.279,0.196,0.317,0.069,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.31070909090909093,0.8676829268292683,4.008771929824562,0.018615040953090096,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
13,Anthony Rendon,543685,12861,LAA,MLB,34.8,0.155,0.114,0.03,0.074,0.247,0.303,0.312,0.033,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.068,0.016,0.232,0.105,0.421,0.579,0.0,0.005,0.097,0.559,0.661,0.33899999999999997,0.01,0.002,0.024,0.026,0.062,0.938,0.0,0.0,0.014,0.121,0.135,0.865,0.0,0.0,0.0,0.137,0.137,0.863,0.08351681415929203,0.875,4.065040650406504,0.018867924528301886,1.0139999999999998,0.973,0.897,1.1324999999999998,0.8175,1.5835,1.0379999999999998,0.9515,0.984,1.029,1.0055,0.982,1.022,0.9415,1.0025,0.864
14,Zach Neto,687263,31347,LAA,MLB,24.2,0.233,0.063,0.087,0.077,0.228,0.241,0.307,0.06,0.542,0.0,0.287,0.0,0.829,0.17100000000000004,0.073,0.016,0.217,0.113,0.419,0.581,0.0,0.005,0.108,0.558,0.671,0.32899999999999996,0.007,0.004,0.032,0.031,0.074,0.926,0.0,0.0,0.02,0.141,0.161,0.839,0.0,0.0,0.002,0.116,0.118,0.882,0.2218408163265306,0.7833333333333333,3.816793893129771,0.03909090909090909,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
15,Chuckie Robinson,642020,19824,LAA,AAA,30.3,0.272,0.05,0.064,0.062,0.278,0.232,0.296,0.068,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.155,0.155,0.845,0.0,0.0,0.0,0.116,0.116,0.884,0.03564158415841584,0.6772727272727272,3.698529411764706,0.01761744966442953,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
16,Sebastian Rivero,665861,21735,LAA,AAA,26.4,0.25,0.047,0.06,0.04,0.25,0.25,0.35,0.05,0.44,0.0,0.14,0.0,0.685,0.31499999999999995,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.03408571428571429,0.575,3.7534246575342465,0.017877094972067038,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
17,Zach Humphreys,668876,sa3016853,LAA,AAA,27.5,0.238,0.103,0.042,0.062,0.236,0.22,0.369,0.071,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.1421529411764706,0.74,3.909048103235316,0.006811989100817439,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
18,Josh Crouch,676509,sa3017370,LAA,AA,26.3,0.256,0.055,0.054,0.046,0.284,0.209,0.313,0.093,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.031860301507537686,0.95,3.909048103235316,0.01966568338249754,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
19,Myles Emmerson,689880,sa3016862,LAA,AA,26.9,0.257,0.103,0.027,0.034,0.263,0.165,0.445,0.066,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.0381206106870229,0.575,3.909048103235316,0.009022556390977444,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
20,Niko Kavadas,694359,29782,LAA,AAA,26.4,0.387,0.141,0.128,0.084,0.227,0.256,0.271,0.034,0.55,0.0,0.2,0.0,0.715,0.28500000000000003,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.145,0.145,0.855,0.0,0.0,0.0,0.205,0.205,0.795,0.029800000000000004,0.8,4.386792452830188,0.029623698959167333,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
21,Ryan Noda,676116,23312,LAA,AAA,29.0,0.342,0.149,0.109,0.084,0.221,0.26,0.272,0.054,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.005,0.087,0.565,0.657,0.34299999999999997,0.009,0.002,0.03,0.034,0.075,0.925,0.0,0.0,0.022,0.16,0.182,0.8180000000000001,0.0,0.0,0.0,0.205,0.205,0.795,0.053288372093023256,0.8428571428571429,4.201680672268908,0.029443254817987152,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
22,Sonny DiChiara,800685,sa3019866,LAA,AAA,25.7,0.305,0.105,0.089,0.054,0.284,0.191,0.315,0.068,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.02995873015873016,0.95,3.909048103235316,0.028150134048257374,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
23,Evan White,657108,20078,LAA,AAA,29.0,0.301,0.094,0.069,0.048,0.277,0.187,0.349,0.07,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.099,0.8,3.9326923076923075,0.011704645213287564,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
24,Ryan Nicholson,690804,sa3025167,LAA,AA,24.6,0.215,0.11,0.06,0.04,0.25,0.25,0.35,0.05,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.099,0.8,3.909048103235316,0.011704645213287564,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
25,David Mershon,702574,sa3025335,LAA,AAA,21.9,0.247,0.093,0.06,0.04,0.25,0.25,0.35,0.05,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.13920298507462686,0.66875,3.909048103235316,0.011704645213287564,0.968,0.964,1.129,0.994,1.06,1.099,1.071,1.054,1.019,1.023,0.94,0.952,1.06,1.028,0.821,0.841
26,Yolmer Sanchez,570560,11602,LAA,AAA,32.8,0.249,0.112,0.061,0.059,0.254,0.28,0.302,0.044,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.10327826086956521,0.831578947368421,3.909048103235316,0.019346230820547032,0.968,0.964,1.129,0.994,1.06,1.099,1.071,1.054,1.019,1.023,0.94,0.952,1.06,1.028,0.821,0.841
27,Caleb Ketchup,810053,sa3022436,LAA,AAA,23.3,0.29,0.092,0.059,0.049,0.285,0.219,0.288,0.099,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.4701703703703704,0.8375,3.909048103235316,0.01364522417153996,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
28,Christian Moore,695681,sa3025168,LAA,AA,22.5,0.262,0.087,0.06,0.04,0.25,0.25,0.35,0.05,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.08431612903225806,0.7625,3.909048103235316,0.011704645213287564,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
29,Mac McCroskey,815151,sa3022444,LAA,AA,25.3,0.303,0.08,0.037,0.041,0.293,0.184,0.363,0.081,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.12872018779342723,0.8500000000000001,3.909048103235316,0.011704645213287564,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
30,J.D. Davis,605204,16219,LAA,AAA,32.0,0.276,0.09,0.093,0.062,0.228,0.177,0.397,0.043,0.414,0.0,0.241,0.023,0.678,0.32199999999999995,0.076,0.016,0.22,0.13,0.442,0.558,0.0,0.005,0.092,0.574,0.671,0.32899999999999996,0.005,0.01,0.023,0.028,0.066,0.9339999999999999,0.0,0.003,0.02,0.164,0.187,0.813,0.0,0.0,0.002,0.146,0.148,0.852,0.036294845360824744,0.575,3.802281368821293,0.017123287671232876,0.9969999999999999,1.006,0.9259999999999999,1.036,0.9984999999999999,1.0705,1.125,0.817,0.973,1.0434999999999999,1.0285,0.938,0.9339999999999999,1.1275,1.0465,0.802
31,Carter Kieboom,666198,19958,LAA,AAA,27.6,0.287,0.064,0.048,0.057,0.263,0.218,0.351,0.063,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.005,0.09,0.503,0.598,0.402,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.016,0.185,0.201,0.7989999999999999,0.0,0.0,0.0,0.141,0.141,0.859,0.056723076923076925,0.65,3.6099706744868034,0.020854021847070508,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
32,Chad Stevens,677060,sa3017040,LAA,AAA,26.2,0.296,0.056,0.1,0.059,0.293,0.195,0.285,0.068,0.44,0.0,0.14,0.0,0.685,0.31499999999999995,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.1428769230769231,0.7380434782608696,3.909048103235316,0.020265003897116135,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
33,Cole Fontenelle,694304,sa3022429,LAA,AA,23.1,0.268,0.076,0.06,0.04,0.25,0.25,0.35,0.05,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.26327826086956524,0.8,3.909048103235316,0.011704645213287564,0.968,0.964,1.129,0.994,1.06,1.099,1.071,1.054,1.019,1.023,0.94,0.952,1.06,1.028,0.821,0.841
34,Ben Gobbel,806534,sa3019870,LAA,AA,25.4,0.24,0.051,0.086,0.056,0.289,0.195,0.306,0.069,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.1682536082474227,0.7833333333333333,3.909048103235316,0.02459016393442623,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
35,Scott Kingery,664068,17975,LAA,AAA,30.9,0.294,0.079,0.074,0.071,0.246,0.294,0.258,0.057,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.18646666666666667,0.9105263157894736,3.909048103235316,0.007032348804500703,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
36,Denzer Guzman,694203,sa3015711,LAA,AA,21.2,0.28,0.073,0.048,0.047,0.301,0.204,0.306,0.093,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.13313333333333333,0.6655172413793103,3.909048103235316,0.00591016548463357,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
37,Matthew Lugo,683090,sa1169598,LAA,AAA,23.9,0.244,0.058,0.124,0.058,0.275,0.192,0.29,0.061,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.164,0.164,0.836,0.0,0.0,0.0,0.141,0.141,0.859,0.17252727272727272,0.8290322580645162,3.909048103235316,0.018554062699936022,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
38,Gustavo Campero,672569,22707,LAA,AAA,27.5,0.21,0.069,0.072,0.049,0.272,0.193,0.342,0.073,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.158,0.158,0.842,0.0,0.0,0.0,0.22,0.22,0.78,0.2295560975609756,0.8250000000000001,3.909048103235316,0.04584882280049566,0.968,0.964,1.129,0.994,1.06,1.099,1.071,1.054,1.019,1.023,0.94,0.952,1.06,1.028,0.821,0.841
39,Bryce Teodosio,669326,29524,LAA,AAA,25.8,0.325,0.066,0.056,0.046,0.236,0.256,0.321,0.085,0.47,0.0,0.17,0.0,0.69,0.31000000000000005,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.188,0.188,0.812,0.0,0.0,0.0,0.222,0.222,0.778,0.31747441860465114,0.8126760563380282,3.909048103235316,0.023052464228934817,1.021,0.964,0.896,0.994,1.02,1.099,1.021,1.054,0.981,1.023,1.015,0.952,0.992,1.028,0.964,0.841
40,Travis Blankenhorn,663905,18395,LAA,AAA,28.7,0.268,0.071,0.102,0.058,0.227,0.28,0.293,0.04,0.5,0.0,0.2,0.0,0.7,0.30000000000000004,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.145,0.145,0.855,0.0,0.0,0.0,0.202,0.202,0.798,0.07416893203883496,0.45,3.7916666666666665,0.018776077885952713,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
41,Tucker Flint,687272,sa3019856,LAA,AAA,24.0,0.288,0.109,0.07,0.049,0.288,0.178,0.349,0.066,0.44,0.0,0.14,0.0,0.685,0.31499999999999995,0.078,0.019,0.22,0.116,0.433,0.567,0.0,0.007,0.099,0.552,0.658,0.34199999999999997,0.007,0.003,0.026,0.029,0.065,0.935,0.0,0.0,0.0,0.146,0.146,0.854,0.0,0.0,0.0,0.205,0.205,0.795,0.12867573964497042,0.6596774193548387,3.909048103235316,0.03339882121807466,0.968,1.047,1.129,0.982,1.06,0.821,1.071,0.854,1.019,0.977,0.94,1.093,1.06,0.92,0.821,1.374
